DATE_DAY,CHANNEL_ID,POST_ID,CAMPAIGN_ID,TITLE_ID,POST_TYPE,IMPRESSIONS,REACH,LIKES,COMMENTS,SHARES,SAVES,VIDEO_VIEWS,AVG_WATCH_SEC,FOLLOWS_ATTRIBUTED,LINK_CLICKS
2026-03-10,18,2959,106,10,BLOG_POST,68970,266100,6472,290,1058,1320,0,0,1017,17248
2026-03-10,18,2960,112,,YT_TRAILER,1552500,1010100,64175,2515,19768,8604,2028400,93,4851,14245
2026-03-10,19,2961,106,10,IG_POST,201320,262500,6390,1650,1637,7239,0,0,673,1048
2026-03-11,12,2962,112,,TT_VIDEO,1302000,192900,107730,1503,867,2361,1176000,19,637,1276
2026-03-11,12,2963,108,,YT_TRAILER,1542500,1310400,60350,2383,19908,13032,2332000,91,3188,38185
2026-03-11,12,2964,112,,TT_TRENDING,1977500,1674400,58860,11700,22950,1058,2447600,14,6858,1294
2026-03-11,19,2965,110,,IG_POST,253400,241200,13590,2015,1431,3430,0,0,570,442
2026-03-11,20,2966,112,,BLOG_POST,57190,171300,4088,485,1403,1151,0,0,956,11308
2026-03-11,20,2967,112,,YT_SHORT,747900,180600,59785,1003,900,2354,270750,33,277,901
2026-03-12,12,2968,108,,BLOG_DEV_DIARY,54230,276300,2456,1012,1752,1102,0,0,513,1099
2026-03-12,18,2969,107,,IG_STORY,524160,174600,5928,2193,1277,1109,0,0,600,4607
2026-03-12,19,2970,112,,BLOG_POST,102410,210300,2808,293,1515,1489,0,0,337,13178
2026-03-12,19,2971,106,10,IG_REEL,661050,198600,21294,788,10776,1786,329680,18,697,1056
2026-03-12,20,2972,112,,YT_SHORT,771300,257400,52745,972,473,2477,426750,26,859,1075
2026-03-12,20,2973,110,,BLOG_POST,38855,256500,3136,346,701,2057,0,0,899,20174
2026-03-13,12,2974,110,,IG_STORY,473720,228000,4312,691,1229,1756,0,0,308,4985
2026-03-13,18,2975,110,,IG_POST,301280,260100,18090,755,1091,4342,0,0,913,1030
2026-03-13,18,2976,108,,IG_REEL,693550,151200,43008,2321,7992,1412,297440,14,303,530
2026-03-13,18,2977,110,,IG_REEL,390000,223500,31374,972,3732,986,297960,17,674,932
2026-03-13,18,2978,106,10,YT_LONG,371700,228600,6152,6647,1070,2616,0,380,1854,7472
2026-03-13,20,2979,110,,BLOG_DEV_DIARY,51040,269400,4840,2123,1763,1734,0,0,988,1267
2026-03-14,12,2980,112,,BLOG_POST,66690,229200,7736,354,698,1819,0,0,952,22528
2026-03-14,12,2981,108,,BLOG_POST,96995,291000,3488,330,1406,1938,0,0,700,17138
2026-03-14,18,2982,112,,BLOG_POST,38855,214500,2864,255,974,2625,0,0,715,9592
2026-03-14,18,2983,108,,IG_STORY,289640,120300,4912,2075,1428,893,0,0,306,2104
2026-03-14,18,2984,110,,IG_STORY,349960,128400,6688,2066,1170,1263,0,0,320,4666
2026-03-14,18,2985,106,10,YT_SHORT,718200,186900,21725,1793,887,2545,812250,26,824,599
2026-03-14,19,2986,112,,BLOG_DEV_DIARY,45878,120000,2576,2178,1364,2396,0,0,580,910
2026-03-14,20,2987,108,,TT_TRENDING,3710000,2564800,156780,5820,37755,693,1606600,14,4667,1380
2026-03-15,12,2988,108,,BLOG_POST,151848,165000,3464,432,797,2402,0,0,728,13970
2026-03-15,12,2989,110,,BLOG_DEV_DIARY,56585,221100,2448,2534,683,1338,0,0,845,1102
2026-03-15,12,2990,112,,IG_STORY,845208,173400,4984,1624,1296,818,0,0,608,1714
2026-03-15,12,2991,110,,TT_TRENDING,2696400,1814400,56520,12384,31905,1410,1470300,14,5876,844
2026-03-15,12,2992,108,,TT_TRENDING,4145400,2419200,138780,8844,27675,1120,901900,11,3744,560
2026-03-15,12,2993,106,10,IG_STORY,997776,292200,7376,2493,732,1707,0,0,722,1331
2026-03-15,12,2994,108,,TT_VIDEO,1464480,125700,30210,2292,810,2303,1147580,17,354,950
2026-03-15,18,2995,112,,TT_VIDEO,2043360,275700,54720,1349,1295,1021,408660,19,644,1255
2026-03-15,18,2996,108,,YT_TRAILER,3690000,2022300,80920,1137,15568,12492,1507000,63,1659,31535
2026-03-15,18,2997,106,10,IG_POST,257544,268200,17820,2215,1181,6337,0,0,510,1276
2026-03-15,18,2998,110,,YT_TRAILER,4135500,1476300,53550,2585,26572,20916,1009800,78,4927,25025
2026-03-15,18,2999,108,,YT_SHORT,1735020,205200,19745,1144,1010,2149,650250,32,951,1363
2026-03-15,18,3000,110,,BLOG_DEV_DIARY,47084,151500,4352,2587,1101,2633,0,0,397,616
2026-03-15,18,3001,108,,BLOG_POST,129447,128400,6784,400,1029,2033,0,0,1013,19624
2026-03-15,19,3002,106,10,IG_REEL,1188720,201900,31752,1221,7152,1888,612040,12,331,890
2026-03-15,19,3003,107,,IG_REEL,1002690,231000,23310,1989,5328,1624,323960,14,674,1172
2026-03-15,19,3004,110,,YT_TRAILER,2623500,1887900,39270,1041,13608,13644,1436600,85,2474,12355
2026-03-15,20,3005,107,,BLOG_DEV_DIARY,59612,288600,4800,1452,935,1038,0,0,904,1300
2026-03-15,20,3006,110,,YT_LONG,849690,188100,2704,7616,1023,2402,0,292,905,2746
2026-03-15,20,3007,107,,TT_VIDEO,2175120,212100,49115,1445,821,1443,332220,20,680,804
2026-03-15,20,3008,106,10,IG_REEL,727740,262200,38976,2380,7836,783,564200,13,279,738
2026-03-15,20,3009,106,10,TT_TRENDING,4529700,1652000,177300,12768,34020,2215,2786900,12,5512,416
2026-03-16,12,3010,110,,TT_TRENDING,5695200,2441600,113220,11652,30330,2167,3091400,14,5304,515
2026-03-16,12,3011,107,,IG_REEL,1049490,297900,46704,898,11916,840,481000,18,910,1160
2026-03-16,18,3012,110,,YT_LONG,365310,218400,2808,3621,612,1753,0,280,1454,4301
2026-03-16,18,3013,110,,TT_VIDEO,2168640,162600,62510,942,653,1263,760480,18,1017,1435
2026-03-16,18,3014,106,10,IG_REEL,1256580,168300,39480,2246,7428,1925,198120,15,374,582
2026-03-16,20,3015,110,,YT_LONG,891000,149700,8456,4361,728,2114,0,287,1913,5653
2026-03-16,20,3016,110,,IG_STORY,1013688,159300,3328,1767,776,1349,0,0,529,3070
2026-03-17,12,3017,107,,IG_REEL,981630,143100,39774,1219,13032,961,189800,12,741,1369
2026-03-17,12,3018,112,,IG_REEL,720720,240600,26544,2116,6552,999,385320,14,485,474
2026-03-17,12,3019,110,,YT_LONG,449550,270900,5504,7319,1116,2482,0,336,1847,4939
2026-03-17,18,3020,107,,TT_TRENDING,5260500,1682800,203580,10728,27090,1256,1951700,11,3062,1164
2026-03-17,18,3021,110,,TT_VIDEO,2052000,229800,41515,1384,1776,1808,745780,22,558,533
2026-03-17,18,3022,110,,IG_POST,222768,243600,8766,1813,1778,4988,0,0,823,1406
2026-03-17,19,3023,112,,YT_SHORT,822960,251700,63470,2189,1665,1566,253500,34,315,710
2026-03-17,19,3024,110,,IG_REEL,1129050,194400,42168,1595,9756,2233,184600,12,935,493
2026-03-17,19,3025,107,,YT_SHORT,751680,297000,24695,744,827,1538,630000,24,831,1325
2026-03-17,19,3026,112,,TT_TRENDING,3087000,2475200,174780,10476,34020,1487,1644300,11,3211,1057
2026-03-17,20,3027,110,,YT_TRAILER,4306500,2051700,66045,1595,33152,16380,728200,87,1789,11690
2026-03-17,20,3028,112,,TT_TRENDING,4076100,1820000,192600,9996,14175,1650,1377500,10,2789,967
2026-03-17,20,3029,110,,TT_TRENDING,2784600,2144800,179820,11388,18900,2068,2847800,14,2769,1178
2026-03-17,20,3030,106,10,YT_TRAILER,2749500,1150800,61795,2026,26292,17370,1346400,80,1499,13720
2026-03-18,18,3031,112,,TT_VIDEO,1620000,242100,68590,1186,1268,1008,979020,19,564,877
2026-03-18,18,3032,106,10,YT_SHORT,1360800,281400,43285,1441,705,1291,641250,29,474,1052
2026-03-18,18,3033,106,10,TT_TRENDING,6879600,1691200,151560,6900,22860,2488,1307900,9,2191,370
2026-03-18,18,3034,110,,YT_SHORT,1320300,152700,60830,1984,1514,717,810000,28,955,1109
2026-03-18,18,3035,108,,YT_TRAILER,4630500,861000,87125,1564,26600,21240,2382600,71,3998,37835
2026-03-18,19,3036,110,,IG_REEL,1064700,270300,13902,1230,7380,1175,158600,12,779,1033
2026-03-18,19,3037,107,,YT_TRAILER,3366000,1929900,79220,2191,21812,13608,2046000,70,2608,32130
2026-03-18,19,3038,106,10,TT_VIDEO,2021760,152100,54910,2361,534,2141,854560,17,894,895
2026-03-18,19,3039,106,10,TT_TRENDING,3918600,2643200,66780,4644,29475,2400,1780600,12,4531,1366
2026-03-18,19,3040,112,,TT_TRENDING,4479300,2234400,173160,7176,41040,2345,1128100,9,7592,1172
2026-03-18,19,3041,107,,BLOG_POST,78318,223200,7696,285,465,816,0,0,548,23298
2026-03-18,19,3042,110,,YT_TRAILER,4266000,2045400,45305,1302,13636,12816,2065800,75,4145,30835
2026-03-18,20,3043,107,,IG_POST,233856,126000,17928,1043,1493,9329,0,0,704,688
2026-03-18,20,3044,110,,IG_REEL,479700,277200,27636,915,10464,847,495560,15,599,1280
2026-03-18,20,3045,106,10,YT_TRAILER,4099500,1898400,43095,711,9352,16056,882200,68,2465,27825
2026-03-18,20,3046,106,10,IG_STORY,649584,188700,5576,1375,1236,1080,0,0,318,1680
2026-03-18,20,3047,106,10,TT_VIDEO,2049840,207000,82745,2242,1610,2442,690900,14,672,762
2026-03-18,20,3048,112,,YT_LONG,530550,288900,3152,3094,1647,2361,0,331,2047,5313
2026-03-19,12,3049,108,,IG_STORY,427752,120300,4616,1371,654,2352,0,0,434,5040
2026-03-19,12,3050,108,,YT_TRAILER,2722500,1226400,92395,1522,32368,20124,1557600,76,3545,17010
2026-03-19,12,3051,110,,YT_SHORT,1156680,223200,56155,680,1248,1804,318000,25,687,1006
2026-03-19,12,3052,112,,IG_POST,300888,163500,17118,1562,1523,3392,0,0,289,1379
2026-03-19,12,3053,110,,TT_VIDEO,950400,188400,65170,2255,527,1148,430220,18,280,503
2026-03-19,12,3054,107,,IG_STORY,1020240,270900,7792,1573,1761,1239,0,0,504,3431
2026-03-19,12,3055,106,10,BLOG_POST,74385,239700,8200,294,957,1388,0,0,546,18546
2026-03-19,18,3056,108,,BLOG_DEV_DIARY,106384,185400,4832,1450,896,1302,0,0,984,631
2026-03-19,18,3057,108,,BLOG_POST,100890,210900,2680,320,663,1771,0,0,553,8008
2026-03-19,19,3058,107,,YT_LONG,851310,257700,2688,8356,696,1650,0,305,783,3511
2026-03-19,19,3059,108,,YT_TRAILER,4500000,957600,52360,1786,26572,8568,1817200,95,2919,22435
2026-03-19,19,3060,112,,IG_REEL,1244880,269400,50358,1806,11460,1245,329680,15,776,444
2026-03-19,19,3061,110,,IG_REEL,762840,121800,12600,1595,6432,1254,403000,13,786,652
2026-03-19,19,3062,107,,IG_POST,527688,175200,7092,1767,498,3202,0,0,417,646
2026-03-19,19,3063,112,,YT_LONG,644760,128700,6368,9614,489,2220,0,417,1503,5644
2026-03-19,20,3064,112,,YT_TRAILER,2340000,1033200,42925,1113,28896,20700,1878800,70,4973,20405
2026-03-19,20,3065,107,,YT_LONG,481140,152700,3736,6477,870,1784,0,407,1696,3834
2026-03-19,20,3066,108,,YT_LONG,750060,126000,5272,9274,932,1166,0,259,1750,8500
2026-03-19,20,3067,110,,YT_LONG,373410,281700,6712,4403,1661,1344,0,254,1031,9809
2026-03-19,20,3068,110,,YT_SHORT,1427220,248100,33825,2499,818,2504,843000,31,382,530
2026-03-20,12,3069,112,,IG_POST,274680,238800,12672,2209,1595,2974,0,0,713,1228
2026-03-20,12,3070,112,,IG_REEL,684450,203700,27174,2178,13224,2075,336440,13,560,466
2026-03-20,12,3071,110,,YT_LONG,342630,192600,4584,2805,1718,1745,0,373,733,6282
2026-03-20,18,3072,107,,IG_STORY,1011816,227400,8232,2455,1445,1122,0,0,905,3814
2026-03-20,18,3073,112,,YT_LONG,438210,219900,6056,4735,1683,1120,0,388,1984,5976
2026-03-20,18,3074,107,,IG_POST,211176,264600,11664,856,1004,9709,0,0,723,948
2026-03-20,18,3075,108,,IG_REEL,781560,265200,40446,836,9144,1639,311480,17,434,1312
2026-03-20,18,3076,106,10,TT_TRENDING,6293700,1727600,192420,12348,29565,1828,2911600,14,2412,997
2026-03-20,18,3077,112,,BLOG_DEV_DIARY,42908,162600,6384,2103,1482,2561,0,0,666,1006
2026-03-20,18,3078,106,10,BLOG_POST,183312,132900,8328,411,1065,961,0,0,849,19734
2026-03-20,18,3079,106,10,YT_LONG,640710,189300,8104,5253,1062,1577,0,273,1690,10030
2026-03-20,19,3080,107,,TT_VIDEO,939600,153000,84930,1892,1781,1467,888860,15,367,631
2026-03-20,19,3081,110,,IG_REEL,797940,287400,48636,770,3684,2248,401440,11,551,361
2026-03-20,19,3082,107,,YT_SHORT,1088640,195000,39930,2103,1011,821,574500,31,861,720
2026-03-20,19,3083,110,,BLOG_DEV_DIARY,62640,288900,9336,1126,741,1157,0,0,690,768
2026-03-20,20,3084,108,,IG_STORY,544752,160800,7624,2110,477,1712,0,0,610,4662
2026-03-20,20,3085,108,,IG_REEL,1102140,281100,35658,1430,10128,1619,451880,15,968,941
2026-03-20,20,3086,112,,YT_TRAILER,4846500,984900,55930,1241,23408,12690,798600,86,1457,30800
2026-03-21,12,3087,107,,IG_REEL,720720,169500,23142,1157,11124,1747,382720,16,266,1013
2026-03-21,12,3088,110,,YT_LONG,515160,273300,6000,4607,1508,1602,0,285,1922,5126
2026-03-21,12,3089,106,10,BLOG_DEV_DIARY,53870,180900,2992,1426,1505,1131,0,0,350,671
2026-03-21,12,3090,106,10,YT_SHORT,800280,163200,47300,2482,929,1474,768000,27,470,845
2026-03-21,12,3091,107,,TT_VIDEO,2095200,157800,33440,1432,1523,959,506660,16,785,1374
2026-03-21,18,3092,108,,BLOG_POST,80199,140100,3296,420,500,2066,0,0,626,17556
2026-03-21,19,3093,110,,TT_VIDEO,1851120,261300,82745,1960,1707,2596,1118180,15,850,1292
2026-03-21,19,3094,106,10,YT_LONG,682020,124800,9416,8781,1331,1683,0,405,2045,2559
2026-03-21,19,3095,110,,TT_TRENDING,4851000,2242800,178020,10992,17235,821,1293400,11,5993,512
2026-03-21,19,3096,108,,TT_TRENDING,4082400,2007600,190260,4620,48870,2589,1734200,13,4076,637
2026-03-21,19,3097,106,10,YT_TRAILER,4104000,1957200,56865,2506,26852,10062,1777600,63,2738,31465
2026-03-21,20,3098,112,,YT_TRAILER,4761000,1089900,76670,2222,28532,15912,2200000,71,2129,13685
2026-03-21,20,3099,107,,YT_LONG,533790,280500,4368,5610,1320,992,0,284,864,5797
2026-03-21,20,3100,108,,YT_TRAILER,4153500,1411200,36465,1038,17416,7884,2532200,76,3872,28070
2026-03-21,20,3101,108,,IG_REEL,1160640,176100,45906,1122,13332,2301,299000,15,557,950
2026-03-22,12,3102,112,,BLOG_DEV_DIARY,78404,231900,9360,1835,1118,2088,0,0,266,794
2026-03-22,12,3103,106,10,IG_POST,529704,192000,16740,1725,1388,8113,0,0,970,872
2026-03-22,18,3104,108,,IG_REEL,804960,243600,35868,2042,11532,2303,310960,14,440,530
2026-03-22,18,3105,110,,IG_STORY,957528,217200,6640,2365,843,2352,0,0,371,3163
2026-03-22,19,3106,112,,IG_REEL,1282320,256200,20790,2262,14016,1533,315120,12,745,1406
2026-03-22,19,3107,110,,YT_TRAILER,3352500,1501500,63325,1485,11032,9504,1146200,80,2881,15540
2026-03-22,19,3108,110,,BLOG_DEV_DIARY,52826,132600,8152,1258,552,1335,0,0,594,1344
2026-03-22,20,3109,106,10,IG_STORY,856440,230700,2496,1773,768,1274,0,0,573,1361
2026-03-23,12,3110,108,,TT_TRENDING,6841800,2598400,143820,6876,50265,2609,2476600,12,4108,668
2026-03-23,12,3111,106,10,IG_STORY,717912,278100,5416,2163,798,2504,0,0,706,2957
2026-03-23,12,3112,112,,YT_TRAILER,2574000,1522500,69700,1322,23884,14094,939400,78,4486,35875
2026-03-23,12,3113,110,,BLOG_DEV_DIARY,69217,229200,4360,2378,614,1595,0,0,259,1006
2026-03-23,12,3114,108,,BLOG_POST,186390,124200,5352,434,858,1355,0,0,977,24882
2026-03-23,18,3115,112,,YT_SHORT,1448280,162000,19415,1529,1217,1454,237750,22,450,602
2026-03-23,18,3116,110,,BLOG_POST,168435,154800,3048,278,1641,2451,0,0,868,8690
2026-03-23,18,3117,108,,IG_REEL,531180,185400,25956,1976,12420,1014,455000,17,783,473
2026-03-23,18,3118,106,10,TT_VIDEO,1280880,273900,37335,1773,744,2479,1161300,20,608,970
2026-03-23,18,3119,107,,IG_STORY,387504,135000,5600,1896,1487,1437,0,0,791,2877
2026-03-23,18,3120,112,,IG_STORY,752544,176400,8384,893,881,2334,0,0,819,3398
2026-03-23,18,3121,110,,BLOG_DEV_DIARY,62849,216300,4208,1822,557,680,0,0,360,578
2026-03-23,18,3122,106,10,YT_TRAILER,2416500,1140300,91800,2561,12124,11232,1661000,73,3570,35875
2026-03-23,19,3123,112,,IG_REEL,553410,238500,26124,1489,13416,1892,531440,11,637,362
2026-03-23,19,3124,112,,TT_VIDEO,1036800,271200,112385,1575,882,2451,727160,22,745,680
2026-03-23,19,3125,107,,BLOG_DEV_DIARY,43639,205500,2528,1740,905,2422,0,0,507,1214
2026-03-23,19,3126,106,10,IG_POST,359352,261000,19008,1016,1638,6118,0,0,897,728
2026-03-23,19,3127,110,,YT_LONG,805950,125400,7960,3723,552,931,0,331,2113,5151
2026-03-23,20,3128,108,,BLOG_DEV_DIARY,84564,205800,8016,825,1722,1527,0,0,794,566
2026-03-23,20,3129,107,,YT_TRAILER,4189500,1163400,91715,2585,25620,15480,2255000,89,4616,15330
2026-03-24,12,3130,112,,BLOG_POST,135432,278400,4672,250,1701,1335,0,0,434,8734
2026-03-24,12,3131,106,10,IG_REEL,583830,213600,16674,1192,12732,702,576680,12,741,456
2026-03-24,12,3132,106,10,YT_LONG,827010,183900,7856,3715,1688,1533,0,310,1719,5712
2026-03-24,18,3133,107,,YT_LONG,392850,196800,3944,3256,711,1907,0,274,1375,7055
2026-03-24,18,3134,110,,TT_TRENDING,5386500,1304800,168840,4068,39330,2468,1267300,13,2659,520
2026-03-24,18,3135,110,,YT_LONG,633420,124800,5928,3128,1752,1476,0,296,2149,8424
2026-03-24,18,3136,107,,YT_SHORT,709560,282600,20625,2270,1079,1951,675750,23,321,727
2026-03-24,19,3137,107,,TT_TRENDING,3937500,1391600,70920,11172,39915,979,3181300,10,4583,1420
2026-03-24,19,3138,112,,YT_LONG,362070,164100,4032,7540,1395,1564,0,408,864,7251
2026-03-24,20,3139,108,,BLOG_POST,102087,214500,4896,203,740,667,0,0,591,19404
2026-03-24,20,3140,106,10,YT_TRAILER,4720500,1675800,47260,2532,13944,15678,1834800,86,1424,30380
2026-03-24,20,3141,110,,YT_LONG,422010,150000,4640,4216,644,2603,0,377,1377,8679
2026-03-24,20,3142,106,10,IG_STORY,388440,237000,3728,1140,903,1120,0,0,527,3629
2026-03-24,20,3143,108,,IG_STORY,809640,231300,4936,2121,1385,2251,0,0,269,4196
2026-03-24,20,3144,108,,IG_REEL,1033110,202500,44100,1404,13860,2275,229840,13,830,590
2026-03-25,12,3145,106,10,IG_STORY,766584,243900,8200,2517,648,1377,0,0,894,2184
2026-03-25,18,3146,108,,TT_TRENDING,4712400,2024400,82800,9876,44325,843,2496900,10,3244,1229
2026-03-25,18,3147,107,,IG_STORY,633672,196800,8240,887,974,2286,0,0,495,4309
2026-03-25,18,3148,112,,TT_TRENDING,3364200,2363200,82800,12624,35190,1507,1818300,12,3172,1224
2026-03-25,18,3149,107,,YT_TRAILER,2421000,1554000,48620,2059,18452,17892,1390400,88,1919,15085
2026-03-25,18,3150,107,,BLOG_DEV_DIARY,89366,154200,8696,1527,1676,1987,0,0,278,757
2026-03-25,19,3151,107,,YT_LONG,537030,168000,8440,8925,894,1355,0,303,1116,5610
2026-03-25,19,3152,106,10,IG_POST,463680,180000,19080,1412,1644,3952,0,0,975,1356
2026-03-25,19,3153,106,10,BLOG_DEV_DIARY,51887,218700,4736,2031,1532,869,0,0,353,1260
2026-03-25,19,3154,107,,BLOG_DEV_DIARY,45101,203700,6880,2022,1781,1324,0,0,489,1438
2026-03-25,19,3155,108,,IG_POST,507528,258900,15174,2552,554,5301,0,0,910,865
2026-03-25,20,3156,112,,IG_STORY,757224,203100,3472,1767,1539,937,0,0,490,1294
2026-03-25,20,3157,112,,TT_TRENDING,6318900,2058000,79020,12144,38790,2097,1792200,11,7560,688
2026-03-25,20,3158,107,,IG_STORY,916344,234300,7184,840,1601,1283,0,0,332,4481
2026-03-25,20,3159,106,10,YT_SHORT,1402920,266100,43285,2075,809,1617,463500,22,880,1004
2026-03-26,12,3160,107,,IG_POST,514584,289500,7470,1375,1148,10346,0,0,702,703
2026-03-26,12,3161,106,10,IG_REEL,594360,207300,47712,2187,7476,1113,574600,14,573,565
2026-03-26,12,3162,106,10,BLOG_POST,95076,138900,3528,335,893,2110,0,0,728,12870
2026-03-26,18,3163,112,,YT_TRAILER,2209500,2047500,65620,926,17388,14382,1575200,69,3373,20790
2026-03-26,18,3164,110,,TT_TRENDING,4586400,2564800,154620,7176,40185,2259,1989400,10,6780,413
2026-03-26,18,3165,108,,BLOG_DEV_DIARY,89888,286200,8536,1663,1706,939,0,0,648,1150
2026-03-26,18,3166,107,,YT_LONG,425250,256800,9488,6197,1766,1071,0,282,1521,9112
2026-03-26,19,3167,112,,TT_VIDEO,2118960,212100,40755,1474,764,1536,581140,14,373,509
2026-03-26,19,3168,106,10,TT_VIDEO,1008720,178500,68590,2178,1388,1362,1031940,15,723,1088
2026-03-26,19,3169,106,10,YT_SHORT,694980,246600,42735,2301,690,1544,865500,35,1012,764
2026-03-26,19,3170,107,,BLOG_POST,175104,129300,7768,256,881,1302,0,0,357,16654
2026-03-26,20,3171,106,10,BLOG_DEV_DIARY,87487,200100,9216,2563,710,1965,0,0,410,1112
2026-03-26,20,3172,106,10,IG_STORY,856440,230400,4912,1300,689,669,0,0,644,1546
2026-03-26,20,3173,112,,YT_LONG,797040,293100,5904,7251,1140,783,0,361,1516,7514
2026-03-26,20,3174,110,,BLOG_DEV_DIARY,96883,136500,6096,2068,1061,1041,0,0,956,691
2026-03-26,20,3175,110,,YT_TRAILER,3753000,1751400,56270,2152,26796,18900,1278200,71,2789,26285
2026-03-26,20,3176,112,,IG_REEL,920790,156900,36036,1302,13584,1137,404560,13,453,467
2026-03-27,12,3177,110,,YT_TRAILER,1881000,1736700,55590,1701,13272,14310,2318800,69,3381,18375
2026-03-27,18,3178,108,,IG_REEL,1193400,188100,45654,2433,8184,1223,247520,11,358,1346
2026-03-27,18,3179,110,,IG_STORY,957528,245400,4200,937,1308,1998,0,0,706,3893
2026-03-27,18,3180,108,,YT_SHORT,1104840,221400,48290,2141,1035,1947,467250,21,484,1303
2026-03-27,18,3181,110,,YT_SHORT,1143720,193800,38390,926,1638,827,832500,24,466,434
2026-03-27,19,3182,108,,TT_VIDEO,1144800,294300,102410,2235,651,2554,933940,14,513,732
2026-03-27,19,3183,110,,YT_LONG,846450,205800,6936,4471,822,915,0,316,1262,9648
2026-03-27,19,3184,112,,YT_SHORT,869940,277500,60555,1560,1049,2611,535500,26,925,391
2026-03-27,19,3185,107,,IG_STORY,860184,242700,2960,2325,1337,2506,0,0,876,2629
2026-03-27,20,3186,112,,YT_SHORT,997920,120000,34870,1056,1112,1012,267000,24,635,955
2026-03-27,20,3187,110,,IG_POST,248976,257400,12888,1010,1632,11153,0,0,509,438
2026-03-27,20,3188,112,,BLOG_POST,110637,137700,5584,149,1575,2435,0,0,895,10164
2026-03-27,20,3189,110,,BLOG_POST,138681,276000,5136,522,1310,1120,0,0,302,10208
2026-03-28,12,3190,110,,TT_TRENDING,4769100,1159200,158400,13920,32670,1146,2711500,14,2698,958
2026-03-28,12,3191,107,,YT_TRAILER,4221000,936600,44965,1384,10920,8910,1676400,69,1966,40495
2026-03-28,12,3192,106,10,TT_TRENDING,4340700,1279600,61020,8184,29835,1016,1496400,11,6897,1334
2026-03-28,19,3193,112,,BLOG_DEV_DIARY,77256,234000,7064,1109,1703,2413,0,0,689,544
2026-03-28,19,3194,108,,IG_REEL,535860,203100,29274,1624,13548,1879,506480,16,440,1038
2026-03-28,20,3195,108,,YT_SHORT,1608660,295200,42680,1316,1137,794,789000,32,897,665
2026-03-28,20,3196,106,10,TT_TRENDING,5613300,2643200,147960,14280,27900,2578,1885000,13,3419,1048
2026-03-29,12,3197,106,10,IG_STORY,518544,126900,7320,2618,1239,726,0,0,813,4108
2026-03-29,12,3198,107,,YT_TRAILER,3384000,1360800,64515,1272,19208,8100,776600,73,1835,13265
2026-03-29,12,3199,112,,IG_STORY,517608,153300,6296,999,1388,728,0,0,529,4444
2026-03-29,12,3200,106,10,YT_SHORT,1098360,223200,27830,1727,1773,1080,625500,23,660,1382
2026-03-29,18,3201,112,,TT_VIDEO,2371680,122700,104880,2114,842,1316,768320,22,920,1252
2026-03-29,19,3202,106,10,TT_VIDEO,1946160,259500,36005,988,482,2420,312620,15,619,515
2026-03-29,19,3203,108,,BLOG_POST,186390,245700,3208,455,828,873,0,0,947,26356
2026-03-29,19,3204,110,,YT_TRAILER,2245500,1377600,101065,1023,31836,16074,1628000,68,3872,39795
2026-03-29,19,3205,112,,YT_SHORT,1048140,159600,24475,1802,977,1861,813000,24,371,1295
2026-03-29,19,3206,108,,BLOG_DEV_DIARY,42700,172200,5792,1718,1707,1115,0,0,435,422
2026-03-29,20,3207,107,,YT_TRAILER,4617000,1245300,47175,2431,8540,11880,840400,75,2709,16625
2026-03-29,20,3208,108,,IG_REEL,732420,271200,38682,2387,10800,768,282880,15,511,1030
2026-03-29,20,3209,112,,BLOG_DEV_DIARY,56898,215400,6624,924,780,1863,0,0,615,566
2026-03-30,12,3210,112,,YT_TRAILER,2569500,1474200,68000,2409,31220,20988,853600,70,3998,27230
2026-03-30,12,3211,107,,YT_SHORT,1232820,120000,29590,1956,1124,1525,447000,34,306,1248
2026-03-30,12,3212,108,,TT_TRENDING,3616200,1411200,211500,9288,51480,2028,2975400,14,2184,1146
2026-03-30,12,3213,108,,IG_POST,356328,181800,7578,669,1149,4855,0,0,919,886
2026-03-30,12,3214,107,,IG_REEL,817830,270900,45402,1459,9612,2149,309920,12,273,685
2026-03-30,18,3215,106,10,IG_REEL,1262430,132600,18396,805,8412,1560,323960,17,568,1270
2026-03-30,18,3216,108,,YT_LONG,682830,156900,2856,2559,1094,994,0,365,2153,9537
2026-03-30,18,3217,112,,YT_LONG,794610,284100,6336,9401,560,1146,0,291,2124,9716
2026-03-30,18,3218,108,,YT_SHORT,871560,211200,52800,1166,515,2341,661500,35,690,985
2026-03-30,18,3219,112,,BLOG_DEV_DIARY,71932,145500,8488,2473,1776,1786,0,0,300,594
2026-03-30,18,3220,110,,BLOG_DEV_DIARY,81745,250500,5368,2163,1208,898,0,0,882,1342
2026-03-30,18,3221,108,,IG_POST,249984,131700,7362,2165,1629,9548,0,0,949,648
2026-03-30,18,3222,107,,YT_LONG,351540,225300,4440,4327,642,2449,0,307,1085,7166
2026-03-30,18,3223,107,,IG_REEL,680940,280200,23100,715,10080,2600,295880,13,644,1222
2026-03-30,19,3224,112,,BLOG_POST,98838,177600,5936,527,1365,2328,0,0,387,12408
2026-03-30,19,3225,108,,YT_LONG,383940,282600,2464,2814,1235,1472,0,265,590,4590
2026-03-30,20,3226,106,10,BLOG_DEV_DIARY,81119,164100,4640,1610,1466,2539,0,0,598,785
2026-03-30,20,3227,112,,BLOG_DEV_DIARY,63162,287100,3096,1219,1610,1881,0,0,337,1018
