REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,SPEND,IMPRESSIONS,CLICKS,ENGAGEMENT_RATE,RETWEETS,LIKES_ATTRIBUTED,LOADED_AT
2026-01-29,Helldivers 2 Reengagement,18a0113,327.68,1076923,6312,0.586,1136,10099,2026-05-04 11:41:58.198000-07:00
2026-01-30,Helldivers 2 Reengagement,18a0113,359.17,1076923,7392,0.686,1331,11827,2026-05-04 11:41:58.198000-07:00
2026-01-31,Helldivers 2 Reengagement,18a0113,419.54,1238462,5580,0.451,1004,8928,2026-05-04 11:41:58.198000-07:00
2026-02-01,Helldivers 2 Reengagement,18a0113,370.68,1238462,7990,0.645,1438,12784,2026-05-04 11:41:58.198000-07:00
2026-02-02,Helldivers 2 Reengagement,18a0113,233.50,1076923,6570,0.610,1183,10512,2026-05-04 11:41:58.198000-07:00
2026-02-03,Helldivers 2 Reengagement,18a0113,229.94,1076923,4415,0.410,795,7064,2026-05-04 11:41:58.198000-07:00
2026-02-04,Helldivers 2 Reengagement,18a0113,214.49,1076923,7237,0.672,1303,11579,2026-05-04 11:41:58.198000-07:00
2026-02-05,Helldivers 2 Reengagement,18a0113,322.63,1076923,6151,0.571,1107,9842,2026-05-04 11:41:58.198000-07:00
2026-02-06,Helldivers 2 Reengagement,18a0113,357.09,1076923,6246,0.580,1124,9994,2026-05-04 11:41:58.198000-07:00
2026-02-07,Helldivers 2 Reengagement,18a0113,259.65,1238462,7455,0.602,1342,11928,2026-05-04 11:41:58.198000-07:00
2026-02-08,Helldivers 2 Reengagement,18a0113,339.25,1238462,4716,0.381,849,7546,2026-05-04 11:41:58.198000-07:00
2026-02-09,Helldivers 2 Reengagement,18a0113,319.96,1076923,7534,0.700,1356,12054,2026-05-04 11:41:58.198000-07:00
2026-02-10,Helldivers 2 Reengagement,18a0113,370.76,1076923,5024,0.467,904,8038,2026-05-04 11:41:58.198000-07:00
2026-02-11,Helldivers 2 Reengagement,18a0113,272.13,1076923,4886,0.454,879,7818,2026-05-04 11:41:58.198000-07:00
2026-02-12,Helldivers 2 Reengagement,18a0113,300.35,1076923,3763,0.349,677,6021,2026-05-04 11:41:58.198000-07:00
2026-02-13,Helldivers 2 Reengagement,18a0113,370.16,1076923,5360,0.498,965,8576,2026-05-04 11:41:58.198000-07:00
2026-02-14,Helldivers 2 Reengagement,18a0113,396.30,1238462,7332,0.592,1320,11731,2026-05-04 11:41:58.198000-07:00
2026-02-15,Helldivers 2 Reengagement,18a0113,365.90,1238462,6651,0.537,1197,10642,2026-05-04 11:41:58.198000-07:00
2026-02-16,Helldivers 2 Reengagement,18a0113,330.06,1076923,3970,0.369,715,6352,2026-05-04 11:41:58.198000-07:00
2026-02-17,Helldivers 2 Reengagement,18a0113,361.55,1076923,4292,0.399,773,6867,2026-05-04 11:41:58.198000-07:00
2026-02-18,Helldivers 2 Reengagement,18a0113,287.57,1076923,4914,0.456,885,7862,2026-05-04 11:41:58.198000-07:00
2026-02-19,Helldivers 2 Reengagement,18a0113,351.45,1076923,4652,0.432,837,7443,2026-05-04 11:41:58.198000-07:00
2026-02-20,Helldivers 2 Reengagement,18a0113,259.95,1076923,3525,0.327,635,5640,2026-05-04 11:41:58.198000-07:00
2026-02-21,Helldivers 2 Reengagement,18a0113,353.60,1238462,4898,0.396,882,7837,2026-05-04 11:41:58.198000-07:00
2026-02-22,Helldivers 2 Reengagement,18a0113,365.56,1238462,6762,0.546,1217,10819,2026-05-04 11:41:58.198000-07:00
2026-02-24,Helldivers 2 Reengagement,18a0113,238.85,1076923,6031,0.560,1086,9650,2026-05-04 11:41:58.198000-07:00
2026-02-25,Helldivers 2 Reengagement,18a0113,290.25,1076923,5918,0.550,1065,9469,2026-05-04 11:41:58.198000-07:00
2026-02-26,Helldivers 2 Reengagement,18a0113,378.78,1076923,5051,0.469,909,8082,2026-05-04 11:41:58.198000-07:00
2026-02-27,Helldivers 2 Reengagement,18a0113,292.62,1076923,4749,0.441,855,7598,2026-05-04 11:41:58.198000-07:00
2026-02-28,Helldivers 2 Reengagement,18a0113,336.86,1238462,6849,0.553,1233,10958,2026-05-04 11:41:58.198000-07:00
2025-12-01,Helldivers 2 Reengagement,18a0113,235.88,1076923,10338,0.960,1861,16541,2026-05-04 11:41:58.198000-07:00
2025-12-02,Helldivers 2 Reengagement,18a0113,293.22,1076923,13888,1.290,2500,22221,2026-05-04 11:41:58.198000-07:00
2025-12-03,Helldivers 2 Reengagement,18a0113,322.93,1076923,9749,0.905,1755,15598,2026-05-04 11:41:58.198000-07:00
2025-12-04,Helldivers 2 Reengagement,18a0113,234.40,1076923,16187,1.503,2914,25899,2026-05-04 11:41:58.198000-07:00
2025-12-05,Helldivers 2 Reengagement,18a0113,349.07,1076923,10112,0.939,1820,16179,2026-05-04 11:41:58.198000-07:00
2025-12-06,Helldivers 2 Reengagement,18a0113,326.95,1238462,15099,1.219,2718,24158,2026-05-04 11:41:58.198000-07:00
2025-12-07,Helldivers 2 Reengagement,18a0113,294.15,1238462,18275,1.476,3290,29240,2026-05-04 11:41:58.198000-07:00
2025-12-08,Helldivers 2 Reengagement,18a0113,223.40,1076923,10268,0.954,1848,16429,2026-05-04 11:41:58.198000-07:00
2025-12-09,Helldivers 2 Reengagement,18a0113,366.30,1076923,12499,1.161,2250,19998,2026-05-04 11:41:58.198000-07:00
2025-12-10,Helldivers 2 Reengagement,18a0113,332.43,1076923,9494,0.882,1709,15190,2026-05-04 11:41:58.198000-07:00
2025-12-11,Helldivers 2 Reengagement,18a0113,272.42,1076923,14267,1.325,2568,22827,2026-05-04 11:41:58.198000-07:00
2025-12-12,Helldivers 2 Reengagement,18a0113,294.70,1076923,13161,1.222,2369,21058,2026-05-04 11:41:58.198000-07:00
2025-12-13,Helldivers 2 Reengagement,18a0113,392.21,1238462,13547,1.094,2438,21675,2026-05-04 11:41:58.198000-07:00
2025-12-14,Helldivers 2 Reengagement,18a0113,256.91,1238462,16978,1.371,3056,27165,2026-05-04 11:41:58.198000-07:00
2025-12-15,Helldivers 2 Reengagement,18a0113,272.13,1076923,9467,0.879,1704,15147,2026-05-04 11:41:58.198000-07:00
2025-12-16,Helldivers 2 Reengagement,18a0113,223.40,1076923,15068,1.399,2712,24109,2026-05-04 11:41:58.198000-07:00
2025-12-17,Helldivers 2 Reengagement,18a0113,380.86,1076923,10330,0.959,1859,16528,2026-05-04 11:41:58.198000-07:00
2025-12-18,Helldivers 2 Reengagement,18a0113,326.79,1076923,12468,1.158,2244,19949,2026-05-04 11:41:58.198000-07:00
2025-12-19,Helldivers 2 Reengagement,18a0113,210.63,1076923,8758,0.813,1576,14013,2026-05-04 11:41:58.198000-07:00
2025-12-20,Helldivers 2 Reengagement,18a0113,418.17,1238462,15333,1.238,2760,24533,2026-05-04 11:41:58.198000-07:00
2025-12-22,Helldivers 2 Reengagement,18a0113,318.77,1076923,13530,1.256,2435,21648,2026-05-04 11:41:58.198000-07:00
2025-12-23,Helldivers 2 Reengagement,18a0113,234.99,1076923,13222,1.228,2380,21155,2026-05-04 11:41:58.198000-07:00
2025-12-24,Helldivers 2 Reengagement,18a0113,330.65,1076923,13445,1.249,2420,21512,2026-05-04 11:41:58.198000-07:00
2025-12-25,Helldivers 2 Reengagement,18a0113,286.09,1076923,10181,0.945,1833,16290,2026-05-04 11:41:58.198000-07:00
2025-12-26,Helldivers 2 Reengagement,18a0113,276.88,1076923,7237,0.672,1303,11579,2026-05-04 11:41:58.198000-07:00
2025-12-27,Helldivers 2 Reengagement,18a0113,241.88,1238462,10495,0.847,1889,16792,2026-05-04 11:41:58.198000-07:00
2025-12-28,Helldivers 2 Reengagement,18a0113,319.78,1238462,15244,1.231,2744,24390,2026-05-04 11:41:58.198000-07:00
2025-12-29,Helldivers 2 Reengagement,18a0113,269.15,1076923,7354,0.683,1324,11766,2026-05-04 11:41:58.198000-07:00
2025-12-30,Helldivers 2 Reengagement,18a0113,317.58,1076923,10008,0.929,1801,16013,2026-05-04 11:41:58.198000-07:00
2025-12-31,Helldivers 2 Reengagement,18a0113,230.83,1076923,10967,1.018,1974,17547,2026-05-04 11:41:58.198000-07:00
2026-01-01,Helldivers 2 Reengagement,18a0113,241.82,1076923,10447,0.970,1880,16715,2026-05-04 11:41:58.198000-07:00
2026-01-02,Helldivers 2 Reengagement,18a0113,279.85,1076923,12659,1.176,2279,20254,2026-05-04 11:41:58.198000-07:00
2026-01-05,Helldivers 2 Reengagement,18a0113,325.30,1076923,10700,0.994,1926,17120,2026-05-04 11:41:58.198000-07:00
2026-01-06,Helldivers 2 Reengagement,18a0113,382.34,1076923,10965,1.018,1974,17544,2026-05-04 11:41:58.198000-07:00
2026-01-07,Helldivers 2 Reengagement,18a0113,286.98,1076923,6217,0.577,1119,9947,2026-05-04 11:41:58.198000-07:00
2026-01-08,Helldivers 2 Reengagement,18a0113,375.81,1076923,8845,0.821,1592,14152,2026-05-04 11:41:58.198000-07:00
2026-01-09,Helldivers 2 Reengagement,18a0113,233.80,1076923,10002,0.929,1800,16003,2026-05-04 11:41:58.198000-07:00
2026-01-10,Helldivers 2 Reengagement,18a0113,402.45,1238462,7411,0.598,1334,11858,2026-05-04 11:41:58.198000-07:00
2026-01-11,Helldivers 2 Reengagement,18a0113,404.50,1238462,13149,1.062,2367,21038,2026-05-04 11:41:58.198000-07:00
2026-01-12,Helldivers 2 Reengagement,18a0113,308.96,1076923,6150,0.571,1107,9840,2026-05-04 11:41:58.198000-07:00
2026-01-13,Helldivers 2 Reengagement,18a0113,281.93,1076923,10385,0.964,1869,16616,2026-05-04 11:41:58.198000-07:00
2026-01-14,Helldivers 2 Reengagement,18a0113,372.54,1076923,8444,0.784,1520,13510,2026-05-04 11:41:58.198000-07:00
2026-01-15,Helldivers 2 Reengagement,18a0113,259.65,1076923,7719,0.717,1389,12350,2026-05-04 11:41:58.198000-07:00
2026-01-16,Helldivers 2 Reengagement,18a0113,264.40,1076923,8235,0.765,1482,13176,2026-05-04 11:41:58.198000-07:00
2026-01-17,Helldivers 2 Reengagement,18a0113,301.33,1238462,9583,0.774,1725,15333,2026-05-04 11:41:58.198000-07:00
2026-01-18,Helldivers 2 Reengagement,18a0113,318.07,1238462,7553,0.610,1360,12085,2026-05-04 11:41:58.198000-07:00
2026-01-19,Helldivers 2 Reengagement,18a0113,281.93,1076923,5958,0.553,1072,9533,2026-05-04 11:41:58.198000-07:00
2026-01-20,Helldivers 2 Reengagement,18a0113,221.32,1076923,6785,0.630,1221,10856,2026-05-04 11:41:58.198000-07:00
2026-01-21,Helldivers 2 Reengagement,18a0113,294.41,1076923,5865,0.545,1056,9384,2026-05-04 11:41:58.198000-07:00
2026-01-22,Helldivers 2 Reengagement,18a0113,297.97,1076923,5660,0.526,1019,9056,2026-05-04 11:41:58.198000-07:00
2026-01-23,Helldivers 2 Reengagement,18a0113,351.45,1076923,5397,0.501,971,8635,2026-05-04 11:41:58.198000-07:00
2026-01-24,Helldivers 2 Reengagement,18a0113,346.08,1238462,6894,0.557,1241,11030,2026-05-04 11:41:58.198000-07:00
2026-01-25,Helldivers 2 Reengagement,18a0113,277.07,1238462,9224,0.745,1660,14758,2026-05-04 11:41:58.198000-07:00
2026-01-26,Helldivers 2 Reengagement,18a0113,314.61,1076923,8501,0.789,1530,13602,2026-05-04 11:41:58.198000-07:00
2026-01-27,Helldivers 2 Reengagement,18a0113,213.01,1076923,4804,0.446,865,7686,2026-05-04 11:41:58.198000-07:00
2026-01-28,Helldivers 2 Reengagement,18a0113,358.28,1076923,6350,0.590,1143,10160,2026-05-04 11:41:58.198000-07:00
2026-01-29,Helldivers 2 Reengagement,18a0113,314.61,1076923,6880,0.639,1238,11008,2026-05-04 11:41:58.198000-07:00
2026-01-30,Helldivers 2 Reengagement,18a0113,321.14,1076923,4816,0.447,867,7706,2026-05-04 11:41:58.198000-07:00
2026-01-31,Helldivers 2 Reengagement,18a0113,420.90,1238462,7926,0.640,1427,12682,2026-05-04 11:41:58.198000-07:00
2026-02-01,Helldivers 2 Reengagement,18a0113,414.41,1238462,7178,0.580,1292,11485,2026-05-04 11:41:58.198000-07:00
2026-02-02,Helldivers 2 Reengagement,18a0113,285.49,1076923,7051,0.655,1269,11282,2026-05-04 11:41:58.198000-07:00
2026-02-03,Helldivers 2 Reengagement,18a0113,229.94,1076923,6885,0.639,1239,11016,2026-05-04 11:41:58.198000-07:00
2026-02-04,Helldivers 2 Reengagement,18a0113,244.50,1076923,4342,0.403,782,6947,2026-05-04 11:41:58.198000-07:00
2026-02-05,Helldivers 2 Reengagement,18a0113,262.62,1076923,5236,0.486,942,8378,2026-05-04 11:41:58.198000-07:00
2026-02-06,Helldivers 2 Reengagement,18a0113,247.76,1076923,5796,0.538,1043,9274,2026-05-04 11:41:58.198000-07:00
2026-02-07,Helldivers 2 Reengagement,18a0113,436.96,1238462,7680,0.620,1382,12288,2026-05-04 11:41:58.198000-07:00
2026-02-08,Helldivers 2 Reengagement,18a0113,320.12,1238462,6436,0.520,1158,10298,2026-05-04 11:41:58.198000-07:00
2026-02-09,Helldivers 2 Reengagement,18a0113,287.87,1076923,4738,0.440,853,7581,2026-05-04 11:41:58.198000-07:00
2026-02-10,Helldivers 2 Reengagement,18a0113,260.24,1076923,6513,0.605,1172,10421,2026-05-04 11:41:58.198000-07:00
2026-02-11,Helldivers 2 Reengagement,18a0113,245.98,1076923,3653,0.339,658,5845,2026-05-04 11:41:58.198000-07:00
2026-02-12,Helldivers 2 Reengagement,18a0113,360.95,1076923,4973,0.462,895,7957,2026-05-04 11:41:58.198000-07:00
2026-02-13,Helldivers 2 Reengagement,18a0113,245.69,1076923,6942,0.645,1250,11107,2026-05-04 11:41:58.198000-07:00
2026-02-14,Helldivers 2 Reengagement,18a0113,369.32,1238462,7381,0.596,1329,11810,2026-05-04 11:41:58.198000-07:00
2026-02-15,Helldivers 2 Reengagement,18a0113,366.58,1238462,5243,0.423,944,8389,2026-05-04 11:41:58.198000-07:00
2026-02-16,Helldivers 2 Reengagement,18a0113,336.59,1076923,4838,0.449,871,7741,2026-05-04 11:41:58.198000-07:00
2026-02-17,Helldivers 2 Reengagement,18a0113,246.28,1076923,5628,0.523,1013,9005,2026-05-04 11:41:58.198000-07:00
2026-02-18,Helldivers 2 Reengagement,18a0113,294.41,1076923,5786,0.537,1041,9258,2026-05-04 11:41:58.198000-07:00
2026-02-19,Helldivers 2 Reengagement,18a0113,358.87,1076923,5040,0.468,907,8064,2026-05-04 11:41:58.198000-07:00
2026-02-20,Helldivers 2 Reengagement,18a0113,217.46,1076923,4132,0.384,744,6611,2026-05-04 11:41:58.198000-07:00
2026-02-21,Helldivers 2 Reengagement,18a0113,295.18,1238462,4811,0.389,866,7698,2026-05-04 11:41:58.198000-07:00
2026-02-22,Helldivers 2 Reengagement,18a0113,388.11,1238462,5028,0.406,905,8045,2026-05-04 11:41:58.198000-07:00
2026-02-24,Helldivers 2 Reengagement,18a0113,351.15,1076923,4787,0.445,862,7659,2026-05-04 11:41:58.198000-07:00
2026-02-25,Helldivers 2 Reengagement,18a0113,277.47,1076923,4184,0.389,753,6694,2026-05-04 11:41:58.198000-07:00
2026-02-26,Helldivers 2 Reengagement,18a0113,240.34,1076923,5013,0.466,902,8021,2026-05-04 11:41:58.198000-07:00
2026-02-27,Helldivers 2 Reengagement,18a0113,326.49,1076923,6031,0.560,1086,9650,2026-05-04 11:41:58.198000-07:00
2026-02-28,Helldivers 2 Reengagement,18a0113,350.52,1238462,3511,0.284,632,5618,2026-05-04 11:41:58.198000-07:00
2025-12-01,Helldivers 2 Reengagement,18a0113,339.86,1076923,16369,1.520,2946,26190,2026-05-04 11:41:58.198000-07:00
2025-12-02,Helldivers 2 Reengagement,18a0113,234.69,1076923,10363,0.962,1865,16581,2026-05-04 11:41:58.198000-07:00
2025-12-03,Helldivers 2 Reengagement,18a0113,254.60,1076923,16213,1.506,2918,25941,2026-05-04 11:41:58.198000-07:00
2025-12-04,Helldivers 2 Reengagement,18a0113,289.06,1076923,12508,1.162,2251,20013,2026-05-04 11:41:58.198000-07:00
2025-12-05,Helldivers 2 Reengagement,18a0113,310.15,1076923,11676,1.084,2102,18682,2026-05-04 11:41:58.198000-07:00
2025-12-06,Helldivers 2 Reengagement,18a0113,245.30,1238462,16883,1.363,3039,27013,2026-05-04 11:41:58.198000-07:00
2025-12-07,Helldivers 2 Reengagement,18a0113,436.96,1238462,10140,0.819,1825,16224,2026-05-04 11:41:58.198000-07:00
2025-12-08,Helldivers 2 Reengagement,18a0113,323.52,1076923,10979,1.020,1976,17566,2026-05-04 11:41:58.198000-07:00
2025-12-09,Helldivers 2 Reengagement,18a0113,272.13,1076923,11088,1.030,1996,17741,2026-05-04 11:41:58.198000-07:00
2025-12-10,Helldivers 2 Reengagement,18a0113,360.95,1076923,15890,1.476,2860,25424,2026-05-04 11:41:58.198000-07:00
2025-12-11,Helldivers 2 Reengagement,18a0113,265.59,1076923,14267,1.325,2568,22827,2026-05-04 11:41:58.198000-07:00
2025-12-12,Helldivers 2 Reengagement,18a0113,235.29,1076923,10509,0.976,1892,16814,2026-05-04 11:41:58.198000-07:00
2025-12-13,Helldivers 2 Reengagement,18a0113,407.92,1238462,17465,1.410,3144,27944,2026-05-04 11:41:58.198000-07:00
2025-12-14,Helldivers 2 Reengagement,18a0113,357.70,1238462,9099,0.735,1638,14558,2026-05-04 11:41:58.198000-07:00
2025-12-15,Helldivers 2 Reengagement,18a0113,216.87,1076923,13771,1.279,2479,22034,2026-05-04 11:41:58.198000-07:00
2025-12-16,Helldivers 2 Reengagement,18a0113,307.18,1076923,12320,1.144,2218,19712,2026-05-04 11:41:58.198000-07:00
2025-12-17,Helldivers 2 Reengagement,18a0113,274.80,1076923,15025,1.395,2705,24040,2026-05-04 11:41:58.198000-07:00
2025-12-18,Helldivers 2 Reengagement,18a0113,373.13,1076923,8839,0.821,1591,14142,2026-05-04 11:41:58.198000-07:00
2025-12-19,Helldivers 2 Reengagement,18a0113,382.34,1076923,12168,1.130,2190,19469,2026-05-04 11:41:58.198000-07:00
2025-12-20,Helldivers 2 Reengagement,18a0113,253.16,1238462,11447,0.924,2060,18315,2026-05-04 11:41:58.198000-07:00
2025-12-22,Helldivers 2 Reengagement,18a0113,283.71,1076923,12634,1.173,2274,20214,2026-05-04 11:41:58.198000-07:00
2025-12-23,Helldivers 2 Reengagement,18a0113,251.92,1076923,13843,1.285,2492,22149,2026-05-04 11:41:58.198000-07:00
2025-12-24,Helldivers 2 Reengagement,18a0113,266.78,1076923,13709,1.273,2468,21934,2026-05-04 11:41:58.198000-07:00
2025-12-25,Helldivers 2 Reengagement,18a0113,256.97,1076923,10616,0.986,1911,16986,2026-05-04 11:41:58.198000-07:00
2025-12-26,Helldivers 2 Reengagement,18a0113,209.44,1076923,11717,1.088,2109,18747,2026-05-04 11:41:58.198000-07:00
2025-12-27,Helldivers 2 Reengagement,18a0113,360.43,1238462,15596,1.259,2807,24954,2026-05-04 11:41:58.198000-07:00
2025-12-28,Helldivers 2 Reengagement,18a0113,368.63,1238462,10098,0.815,1818,16157,2026-05-04 11:41:58.198000-07:00
2025-12-29,Helldivers 2 Reengagement,18a0113,216.27,1076923,10446,0.970,1880,16714,2026-05-04 11:41:58.198000-07:00
2025-12-30,Helldivers 2 Reengagement,18a0113,368.68,1076923,7196,0.668,1295,11514,2026-05-04 11:41:58.198000-07:00
2025-12-31,Helldivers 2 Reengagement,18a0113,302.72,1076923,9903,0.920,1783,15845,2026-05-04 11:41:58.198000-07:00
2026-01-01,Helldivers 2 Reengagement,18a0113,341.64,1076923,10771,1.000,1939,17234,2026-05-04 11:41:58.198000-07:00
2026-01-02,Helldivers 2 Reengagement,18a0113,271.23,1076923,12579,1.168,2264,20126,2026-05-04 11:41:58.198000-07:00
2026-01-05,Helldivers 2 Reengagement,18a0113,210.93,1076923,11553,1.073,2080,18485,2026-05-04 11:41:58.198000-07:00
2026-01-06,Helldivers 2 Reengagement,18a0113,306.29,1076923,10735,0.997,1932,17176,2026-05-04 11:41:58.198000-07:00
2026-01-07,Helldivers 2 Reengagement,18a0113,318.17,1076923,11979,1.112,2156,19166,2026-05-04 11:41:58.198000-07:00
2026-01-08,Helldivers 2 Reengagement,18a0113,224.89,1076923,7645,0.710,1376,12232,2026-05-04 11:41:58.198000-07:00
2026-01-09,Helldivers 2 Reengagement,18a0113,357.39,1076923,10595,0.984,1907,16952,2026-05-04 11:41:58.198000-07:00
2026-01-10,Helldivers 2 Reengagement,18a0113,270.92,1238462,9095,0.734,1637,14552,2026-05-04 11:41:58.198000-07:00
2026-01-11,Helldivers 2 Reengagement,18a0113,394.60,1238462,10403,0.840,1873,16645,2026-05-04 11:41:58.198000-07:00
2026-01-12,Helldivers 2 Reengagement,18a0113,378.48,1076923,10869,1.009,1956,17390,2026-05-04 11:41:58.198000-07:00
2026-01-13,Helldivers 2 Reengagement,18a0113,330.35,1076923,10244,0.951,1844,16390,2026-05-04 11:41:58.198000-07:00
2026-01-14,Helldivers 2 Reengagement,18a0113,335.11,1076923,6630,0.616,1193,10608,2026-05-04 11:41:58.198000-07:00
2026-01-15,Helldivers 2 Reengagement,18a0113,379.37,1076923,9374,0.870,1687,14998,2026-05-04 11:41:58.198000-07:00
2026-01-16,Helldivers 2 Reengagement,18a0113,233.21,1076923,6942,0.645,1250,11107,2026-05-04 11:41:58.198000-07:00
2026-01-17,Helldivers 2 Reengagement,18a0113,436.28,1238462,11437,0.924,2059,18299,2026-05-04 11:41:58.198000-07:00
2026-01-18,Helldivers 2 Reengagement,18a0113,413.39,1238462,9460,0.764,1703,15136,2026-05-04 11:41:58.198000-07:00
2026-01-19,Helldivers 2 Reengagement,18a0113,380.86,1076923,8708,0.809,1567,13933,2026-05-04 11:41:58.198000-07:00
2026-01-20,Helldivers 2 Reengagement,18a0113,357.98,1076923,6138,0.570,1105,9821,2026-05-04 11:41:58.198000-07:00
2026-01-21,Helldivers 2 Reengagement,18a0113,350.55,1076923,8862,0.823,1595,14179,2026-05-04 11:41:58.198000-07:00
2026-01-22,Helldivers 2 Reengagement,18a0113,250.44,1076923,5283,0.491,951,8453,2026-05-04 11:41:58.198000-07:00
2026-01-23,Helldivers 2 Reengagement,18a0113,253.71,1076923,8932,0.829,1608,14291,2026-05-04 11:41:58.198000-07:00
2026-01-24,Helldivers 2 Reengagement,18a0113,315.68,1238462,10481,0.846,1887,16770,2026-05-04 11:41:58.198000-07:00
2026-01-25,Helldivers 2 Reengagement,18a0113,309.53,1238462,8669,0.700,1560,13870,2026-05-04 11:41:58.198000-07:00
2026-01-26,Helldivers 2 Reengagement,18a0113,294.41,1076923,7609,0.707,1370,12174,2026-05-04 11:41:58.198000-07:00
2026-01-27,Helldivers 2 Reengagement,18a0113,222.81,1076923,7147,0.664,1286,11435,2026-05-04 11:41:58.198000-07:00
2026-01-28,Helldivers 2 Reengagement,18a0113,297.38,1076923,8312,0.772,1496,13299,2026-05-04 11:41:58.198000-07:00
2026-01-29,Helldivers 2 Reengagement,18a0113,308.37,1076923,4776,0.444,860,7642,2026-05-04 11:41:58.198000-07:00
2026-01-30,Helldivers 2 Reengagement,18a0113,276.88,1076923,4928,0.458,887,7885,2026-05-04 11:41:58.198000-07:00
2026-01-31,Helldivers 2 Reengagement,18a0113,423.29,1238462,6024,0.486,1084,9638,2026-05-04 11:41:58.198000-07:00
2026-02-01,Helldivers 2 Reengagement,18a0113,391.18,1238462,6991,0.565,1258,11186,2026-05-04 11:41:58.198000-07:00
2026-02-02,Helldivers 2 Reengagement,18a0113,291.14,1076923,5181,0.481,933,8290,2026-05-04 11:41:58.198000-07:00
2026-02-03,Helldivers 2 Reengagement,18a0113,334.51,1076923,8356,0.776,1504,13370,2026-05-04 11:41:58.198000-07:00
2026-02-04,Helldivers 2 Reengagement,18a0113,361.55,1076923,4911,0.456,884,7858,2026-05-04 11:41:58.198000-07:00
2026-02-05,Helldivers 2 Reengagement,18a0113,213.60,1076923,5795,0.538,1043,9272,2026-05-04 11:41:58.198000-07:00
2026-02-06,Helldivers 2 Reengagement,18a0113,238.56,1076923,6646,0.617,1196,10634,2026-05-04 11:41:58.198000-07:00
2026-02-07,Helldivers 2 Reengagement,18a0113,413.73,1238462,7342,0.593,1322,11747,2026-05-04 11:41:58.198000-07:00
2026-02-08,Helldivers 2 Reengagement,18a0113,257.60,1238462,6602,0.533,1188,10563,2026-05-04 11:41:58.198000-07:00
2026-02-09,Helldivers 2 Reengagement,18a0113,356.50,1076923,6586,0.612,1185,10538,2026-05-04 11:41:58.198000-07:00
2026-02-10,Helldivers 2 Reengagement,18a0113,357.39,1076923,7444,0.691,1340,11910,2026-05-04 11:41:58.198000-07:00
2026-02-11,Helldivers 2 Reengagement,18a0113,210.63,1076923,4931,0.458,888,7890,2026-05-04 11:41:58.198000-07:00
2026-02-12,Helldivers 2 Reengagement,18a0113,273.02,1076923,6406,0.595,1153,10250,2026-05-04 11:41:58.198000-07:00
2026-02-13,Helldivers 2 Reengagement,18a0113,252.82,1076923,6547,0.608,1178,10475,2026-05-04 11:41:58.198000-07:00
2026-02-14,Helldivers 2 Reengagement,18a0113,263.41,1238462,5945,0.480,1070,9512,2026-05-04 11:41:58.198000-07:00
2026-02-15,Helldivers 2 Reengagement,18a0113,443.79,1238462,5243,0.423,944,8389,2026-05-04 11:41:58.198000-07:00
2026-02-16,Helldivers 2 Reengagement,18a0113,258.76,1076923,3846,0.357,692,6154,2026-05-04 11:41:58.198000-07:00
2026-02-17,Helldivers 2 Reengagement,18a0113,213.30,1076923,4697,0.436,845,7515,2026-05-04 11:41:58.198000-07:00
2026-02-18,Helldivers 2 Reengagement,18a0113,386.20,1076923,3250,0.302,585,5200,2026-05-04 11:41:58.198000-07:00
2026-02-19,Helldivers 2 Reengagement,18a0113,315.80,1076923,5970,0.554,1075,9552,2026-05-04 11:41:58.198000-07:00
2026-02-20,Helldivers 2 Reengagement,18a0113,267.37,1076923,5193,0.482,935,8309,2026-05-04 11:41:58.198000-07:00
2026-02-21,Helldivers 2 Reengagement,18a0113,400.06,1238462,5028,0.406,905,8045,2026-05-04 11:41:58.198000-07:00
2026-02-22,Helldivers 2 Reengagement,18a0113,286.30,1238462,4985,0.403,897,7976,2026-05-04 11:41:58.198000-07:00
2026-02-24,Helldivers 2 Reengagement,18a0113,363.92,1076923,4636,0.431,834,7418,2026-05-04 11:41:58.198000-07:00
2026-02-25,Helldivers 2 Reengagement,18a0113,248.36,1076923,5390,0.501,970,8624,2026-05-04 11:41:58.198000-07:00
2026-02-26,Helldivers 2 Reengagement,18a0113,307.77,1076923,5616,0.522,1011,8986,2026-05-04 11:41:58.198000-07:00
2026-02-27,Helldivers 2 Reengagement,18a0113,277.18,1076923,4862,0.452,875,7779,2026-05-04 11:41:58.198000-07:00
2026-02-28,Helldivers 2 Reengagement,18a0113,350.87,1238462,4031,0.326,726,6450,2026-05-04 11:41:58.198000-07:00
2025-12-01,Helldivers 2 Reengagement,18a0113,360.66,1076923,16800,1.560,3024,26880,2026-05-04 11:41:58.198000-07:00
2025-12-02,Helldivers 2 Reengagement,18a0113,348.47,1076923,12179,1.131,2192,19486,2026-05-04 11:41:58.198000-07:00
2025-12-03,Helldivers 2 Reengagement,18a0113,378.18,1076923,8901,0.827,1602,14242,2026-05-04 11:41:58.198000-07:00
2025-12-04,Helldivers 2 Reengagement,18a0113,319.96,1076923,16292,1.513,2933,26067,2026-05-04 11:41:58.198000-07:00
2025-12-05,Helldivers 2 Reengagement,18a0113,259.35,1076923,12405,1.152,2233,19848,2026-05-04 11:41:58.198000-07:00
2025-12-06,Helldivers 2 Reengagement,18a0113,396.30,1238462,15813,1.277,2846,25301,2026-05-04 11:41:58.198000-07:00
