DATE_DAY,TIER,REGION,GROSS_ADDS,CANCELS,NET_SUBS,MRR_USD
2026-02-16,ESSENTIAL,EMEA,2108,463,2227497,24179124.17
2026-02-16,EXTRA,APAC,483,149,697183,9683947.73
2026-02-16,EXTRA,NA,1900,389,1855258,27043482.98
2026-02-16,EXTRA,LATAM,258,79,344938,5751213.30
2026-02-16,EXTRA,EMEA,1482,184,1258600,17055238.26
2026-02-17,PREMIUM,NA,1147,223,951441,18550546.81
2026-02-17,PREMIUM,APAC,428,88,446806,7120089.40
2026-02-17,PREMIUM,LATAM,233,52,225178,4294403.69
2026-02-17,PREMIUM,EMEA,503,129,795480,12894740.87
2026-02-17,ESSENTIAL,NA,2165,754,3048045,28843817.31
2026-02-17,ESSENTIAL,APAC,1610,219,1322096,12576745.67
2026-02-17,ESSENTIAL,LATAM,646,79,670379,6238180.58
2026-02-17,ESSENTIAL,EMEA,1709,504,2346165,27118159.70
2026-02-17,EXTRA,APAC,417,138,780494,12017297.12
2026-02-17,EXTRA,NA,1412,262,1850142,23183779.84
2026-02-17,EXTRA,LATAM,305,64,315340,5784077.38
2026-02-17,EXTRA,EMEA,1281,197,1205739,17791028.40
2026-02-18,PREMIUM,NA,1021,231,1050830,18382921.39
2026-02-18,PREMIUM,APAC,313,57,381138,7806555.41
2026-02-18,PREMIUM,LATAM,149,25,194562,3488205.23
2026-02-18,PREMIUM,EMEA,512,97,837508,12935982.05
2026-02-18,ESSENTIAL,NA,3735,427,2964308,30349585.04
2026-02-18,ESSENTIAL,APAC,1260,287,1452726,14254601.13
2026-02-18,ESSENTIAL,LATAM,432,146,749331,7521668.30
2026-02-18,ESSENTIAL,EMEA,2356,403,2452472,23660470.85
2026-02-18,EXTRA,APAC,582,126,800957,10593187.16
2026-02-18,EXTRA,NA,2038,269,1679622,26327776.44
2026-02-18,EXTRA,LATAM,422,66,334341,5449959.27
2026-02-18,EXTRA,EMEA,1210,252,1263634,20696456.16
2026-02-19,PREMIUM,NA,1137,227,1044618,15831289.95
2026-02-19,PREMIUM,APAC,349,107,426839,8197681.40
2026-02-19,PREMIUM,LATAM,207,44,232277,3591973.35
2026-02-19,PREMIUM,EMEA,467,92,714480,13857034.97
2026-02-19,ESSENTIAL,NA,2146,542,3001152,31587660.72
2026-02-19,ESSENTIAL,APAC,832,166,1432629,12332954.70
2026-02-19,ESSENTIAL,LATAM,825,171,635209,7155981.86
2026-02-19,ESSENTIAL,EMEA,2711,505,2113774,25833875.27
2026-02-19,EXTRA,APAC,559,122,779764,9957815.03
2026-02-19,EXTRA,NA,1718,208,1839911,27017922.04
2026-02-19,EXTRA,LATAM,433,78,397921,5543074.15
2026-02-19,EXTRA,EMEA,1147,167,1186860,17300501.64
2026-02-20,PREMIUM,NA,835,185,1084994,18494671.67
2026-02-20,PREMIUM,APAC,426,83,443256,7934270.02
2026-02-20,PREMIUM,LATAM,204,44,238267,3528116.05
2026-02-20,PREMIUM,EMEA,522,178,839801,13279658.51
2026-02-20,ESSENTIAL,NA,1932,564,3014550,33260735.97
2026-02-20,ESSENTIAL,APAC,1202,243,1579050,13637953.40
2026-02-20,ESSENTIAL,LATAM,686,141,644540,6360076.06
2026-02-20,ESSENTIAL,EMEA,2259,489,2378305,26624204.15
2026-02-20,EXTRA,APAC,736,134,745416,11743429.82
2026-02-20,EXTRA,NA,1627,261,1708610,21829049.59
2026-02-20,EXTRA,LATAM,343,61,338360,5860760.22
2026-02-20,EXTRA,EMEA,1003,216,1332857,20639856.92
2026-02-21,PREMIUM,NA,965,236,1098453,18550546.81
2026-02-21,PREMIUM,APAC,327,79,460561,7431393.75
2026-02-21,PREMIUM,LATAM,174,25,212532,3412374.68
2026-02-21,PREMIUM,EMEA,1007,90,779433,13774552.62
2026-02-21,ESSENTIAL,NA,2772,440,3101637,28910740.32
2026-02-21,ESSENTIAL,APAC,1524,326,1523066,14770864.35
2026-02-21,ESSENTIAL,LATAM,752,143,748613,6109114.77
2026-02-21,ESSENTIAL,EMEA,1604,408,2202775,21906928.64
2026-02-21,EXTRA,APAC,811,89,670144,9629174.27
2026-02-21,EXTRA,NA,1499,362,1572194,22928170.36
2026-02-21,EXTRA,LATAM,296,48,343111,5926488.37
2026-02-21,EXTRA,EMEA,1654,239,1092465,18489085.72
2026-02-22,PREMIUM,NA,703,126,1091206,17898670.17
2026-02-22,PREMIUM,APAC,480,100,399330,7255786.17
2026-02-22,PREMIUM,LATAM,200,46,196781,4302385.86
2026-02-22,PREMIUM,EMEA,652,168,751924,13183429.10
2026-02-22,ESSENTIAL,NA,2944,730,3024599,36406117.44
2026-02-22,ESSENTIAL,APAC,1352,232,1225917,15057677.25
2026-02-22,ESSENTIAL,LATAM,473,87,714161,7356750.89
2026-02-22,ESSENTIAL,EMEA,2663,569,2407972,23339399.74
2026-02-22,EXTRA,APAC,639,110,637988,11995387.74
2026-02-22,EXTRA,NA,2227,250,1514218,25739874.64
2026-02-22,EXTRA,LATAM,287,71,361015,5597847.61
2026-02-22,EXTRA,EMEA,1275,246,1248531,17017505.43
2026-02-23,PREMIUM,NA,602,213,999065,18774047.38
2026-02-23,PREMIUM,APAC,314,98,445031,7894359.21
2026-02-23,PREMIUM,LATAM,156,28,214085,4102831.78
2026-02-23,PREMIUM,EMEA,759,159,797773,13678323.21
2026-02-23,ESSENTIAL,NA,3503,623,3249015,31621122.23
2026-02-23,ESSENTIAL,APAC,1595,208,1257498,15473555.96
2026-02-23,ESSENTIAL,LATAM,434,148,626596,6797465.73
2026-02-23,ESSENTIAL,EMEA,1718,369,2603279,21437670.87
2026-02-23,EXTRA,APAC,704,97,648220,10297410.48
2026-02-23,EXTRA,NA,1294,263,1543206,23286023.63
2026-02-23,EXTRA,LATAM,397,51,330322,4841973.86
2026-02-23,EXTRA,EMEA,1519,301,1217066,19036211.73
2026-02-24,PREMIUM,NA,1103,148,998029,16911542.68
2026-02-24,PREMIUM,APAC,321,63,442369,8620736.04
2026-02-24,PREMIUM,LATAM,140,28,215638,4230546.39
2026-02-24,PREMIUM,EMEA,913,148,653348,13994505.55
2026-02-24,ESSENTIAL,NA,1901,642,3580616,29044586.34
2026-02-24,ESSENTIAL,APAC,1416,173,1431194,15688665.63
2026-02-24,ESSENTIAL,LATAM,427,153,731387,7414113.47
2026-02-24,ESSENTIAL,EMEA,2551,320,2187941,21684648.65
2026-02-24,EXTRA,APAC,449,98,652604,10406957.40
2026-02-24,EXTRA,NA,1611,383,1643813,26864556.35
2026-02-24,EXTRA,LATAM,273,55,315340,5597847.61
2026-02-24,EXTRA,EMEA,810,212,1198187,19073944.55
2026-02-25,PREMIUM,NA,1160,185,1014594,19519049.26
2026-02-25,PREMIUM,APAC,361,83,470322,7375518.61
2026-02-25,PREMIUM,LATAM,263,36,226509,3420356.85
2026-02-25,PREMIUM,EMEA,858,92,682386,12523570.29
2026-02-25,ESSENTIAL,NA,2884,541,3681101,33729197.04
2026-02-25,ESSENTIAL,APAC,1212,174,1304870,14842567.58
2026-02-25,ESSENTIAL,LATAM,551,101,648846,7084278.63
2026-02-25,ESSENTIAL,EMEA,2296,600,2531584,23808657.51
2026-02-25,EXTRA,APAC,809,86,753455,10713688.78
2026-02-25,EXTRA,NA,1991,350,1826269,27938116.16
2026-02-25,EXTRA,LATAM,372,41,354073,6003171.22
2026-02-25,EXTRA,EMEA,1119,279,1147843,18111757.44
2026-02-26,PREMIUM,NA,1202,132,912099,19519049.26
2026-02-26,PREMIUM,APAC,299,92,449912,8006109.49
2026-02-26,PREMIUM,LATAM,159,39,191235,3943188.52
2026-02-26,PREMIUM,EMEA,886,155,748103,13705817.32
2026-02-26,ESSENTIAL,NA,4056,696,3094938,29881123.97
2026-02-26,ESSENTIAL,APAC,1731,228,1335015,15588281.12
2026-02-26,ESSENTIAL,LATAM,757,94,731387,7134470.89
2026-02-26,ESSENTIAL,EMEA,2813,489,2222553,21165995.32
2026-02-26,EXTRA,APAC,603,116,675259,9629174.27
2026-02-26,EXTRA,NA,1962,198,1480114,26481142.13
2026-02-26,EXTRA,LATAM,374,51,332514,5159659.93
2026-02-26,EXTRA,EMEA,1206,296,1098758,16451513.01
2026-02-27,PREMIUM,NA,1208,121,1100524,18904422.71
2026-02-27,PREMIUM,APAC,470,108,445475,8437146.29
2026-02-27,PREMIUM,LATAM,242,29,233830,3607937.68
2026-02-27,PREMIUM,EMEA,888,153,805414,13032211.46
2026-02-27,ESSENTIAL,NA,3129,620,3677751,35067657.24
2026-02-27,ESSENTIAL,APAC,1311,175,1399613,12605426.96
2026-02-27,ESSENTIAL,LATAM,776,161,641669,6747273.47
2026-02-27,ESSENTIAL,EMEA,1959,312,2551362,21487066.43
2026-02-27,EXTRA,APAC,655,162,785610,11995387.74
2026-02-27,EXTRA,NA,1986,337,1764882,27273531.52
2026-02-27,EXTRA,LATAM,338,62,371612,5975784.49
2026-02-27,EXTRA,EMEA,1243,253,1341668,19621070.56
2026-02-28,PREMIUM,NA,1272,143,1027018,18513296.72
2026-02-28,PREMIUM,APAC,426,58,438819,8644682.53
2026-02-28,PREMIUM,LATAM,287,37,198556,3859375.81
2026-02-28,PREMIUM,EMEA,703,118,682386,12221135.01
2026-02-28,ESSENTIAL,NA,2872,625,2997803,31219584.17
2026-02-28,ESSENTIAL,APAC,1659,194,1301999,15616962.41
2026-02-28,ESSENTIAL,LATAM,584,146,740718,6675570.25
2026-02-28,ESSENTIAL,EMEA,2732,558,2365943,26821786.37
2026-02-28,EXTRA,APAC,717,121,639450,11831067.36
2026-02-28,EXTRA,NA,1080,313,1824564,22672560.88
2026-02-28,EXTRA,LATAM,400,76,355534,5313025.62
2026-02-28,EXTRA,EMEA,1401,219,1154136,18621150.62
2026-03-01,PREMIUM,NA,1093,185,1034265,19574924.40
2026-03-01,PREMIUM,APAC,519,60,437932,8229610.05
2026-03-01,PREMIUM,LATAM,143,33,220519,4154715.84
2026-03-01,PREMIUM,EMEA,821,172,734348,15025534.94
2026-03-01,ESSENTIAL,NA,2419,587,2981055,36539963.46
2026-03-01,ESSENTIAL,APAC,1022,270,1449855,13422843.72
2026-03-01,ESSENTIAL,LATAM,774,157,635209,6905020.57
2026-03-01,ESSENTIAL,EMEA,2727,408,2341221,23858053.07
2026-03-01,EXTRA,APAC,464,100,736646,9694902.42
2026-03-01,EXTRA,NA,1158,408,1778524,22519195.19
2026-03-01,EXTRA,LATAM,300,62,317898,4809109.79
2026-03-01,EXTRA,EMEA,1611,140,1337892,16413780.18
2026-03-02,PREMIUM,NA,697,150,1082924,18382921.39
2026-03-02,PREMIUM,APAC,198,99,480971,7287714.82
2026-03-02,PREMIUM,LATAM,94,39,218079,3568026.86
2026-03-02,PREMIUM,EMEA,323,128,667867,13320899.69
2026-03-02,ESSENTIAL,NA,1467,771,3316005,34364965.64
2026-03-02,ESSENTIAL,APAC,603,180,1379516,13422843.72
2026-03-02,ESSENTIAL,LATAM,480,109,686887,7019745.73
2026-03-02,ESSENTIAL,EMEA,1596,513,2625530,24870661.94
2026-03-02,EXTRA,APAC,441,171,697183,10363138.63
2026-03-02,EXTRA,NA,1161,259,1739304,22979292.25
2026-03-02,EXTRA,LATAM,175,73,370881,5937443.06
2026-03-02,EXTRA,EMEA,458,302,1125188,18847547.59
2026-03-03,PREMIUM,NA,497,159,970076,19798424.96
2026-03-03,PREMIUM,APAC,235,99,474315,7351572.12
2026-03-03,PREMIUM,LATAM,125,47,224069,4330323.43
2026-03-03,PREMIUM,EMEA,547,153,686971,14145723.20
2026-03-03,ESSENTIAL,NA,2018,676,3674402,31621122.23
2026-03-03,ESSENTIAL,APAC,602,183,1283337,15530918.54
2026-03-03,ESSENTIAL,LATAM,427,121,671096,7772629.59
2026-03-03,ESSENTIAL,EMEA,1556,469,2323915,24771870.83
2026-03-03,EXTRA,APAC,394,102,687683,11535290.68
2026-03-03,EXTRA,NA,948,382,1764882,24564071.03
2026-03-03,EXTRA,LATAM,197,61,399017,5575938.23
2026-03-03,EXTRA,EMEA,715,156,1315237,17508032.19
2026-03-04,PREMIUM,NA,637,236,880005,17284043.62
2026-03-04,PREMIUM,APAC,253,88,487183,7782608.93
2026-03-04,PREMIUM,LATAM,105,28,215638,4114805.03
2026-03-04,PREMIUM,EMEA,525,92,731292,13527105.56
2026-03-04,ESSENTIAL,NA,2439,489,3617460,30349585.04
2026-03-04,ESSENTIAL,APAC,865,308,1504404,15244105.64
2026-03-04,ESSENTIAL,LATAM,502,125,787372,7679415.40
2026-03-04,ESSENTIAL,EMEA,1829,470,2662613,25636293.05
2026-03-04,EXTRA,APAC,465,94,749801,10111180.72
2026-03-04,EXTRA,NA,1287,217,1534680,24845241.46
2026-03-04,EXTRA,LATAM,266,48,316802,5570460.88
2026-03-04,EXTRA,EMEA,505,238,1089948,17206169.57
2026-03-05,PREMIUM,NA,450,127,978359,19221048.50
2026-03-05,PREMIUM,APAC,266,53,396668,7040267.77
2026-03-05,PREMIUM,LATAM,123,39,210092,4274448.29
2026-03-05,PREMIUM,EMEA,278,122,825282,13334646.75
2026-03-05,ESSENTIAL,NA,1645,395,2947560,30383046.54
2026-03-05,ESSENTIAL,APAC,799,200,1548905,14498392.10
2026-03-05,ESSENTIAL,LATAM,349,110,760097,7851503.14
2026-03-05,ESSENTIAL,EMEA,1648,573,2145913,24327310.84
2026-03-05,EXTRA,APAC,506,135,654797,10056407.26
2026-03-05,EXTRA,NA,882,365,1792165,27247970.57
2026-03-05,EXTRA,LATAM,148,47,380381,5734781.26
2026-03-05,EXTRA,EMEA,814,159,1137774,20526658.43
2026-03-06,PREMIUM,NA,737,134,1058077,16296916.13
2026-03-06,PREMIUM,APAC,217,50,475646,8692575.51
2026-03-06,PREMIUM,LATAM,97,53,230058,4007045.83
2026-03-06,PREMIUM,EMEA,581,97,780197,12427340.88
2026-03-06,ESSENTIAL,NA,2215,653,3091589,32624967.38
2026-03-06,ESSENTIAL,APAC,602,303,1425452,12920921.15
2026-03-06,ESSENTIAL,LATAM,389,170,704113,6474801.22
2026-03-06,ESSENTIAL,EMEA,1583,550,2472250,21659950.87
2026-03-06,EXTRA,APAC,424,165,643835,10702734.08
2026-03-06,EXTRA,NA,862,377,1486934,21905732.44
2026-03-06,EXTRA,LATAM,231,79,372343,5630711.69
2026-03-06,EXTRA,EMEA,698,258,1234687,20319127.88
2026-03-07,PREMIUM,NA,763,154,993888,20375801.42
2026-03-07,PREMIUM,APAC,301,71,383357,7295696.98
2026-03-07,PREMIUM,LATAM,101,42,199665,3576009.02
2026-03-07,PREMIUM,EMEA,303,126,653348,12812258.52
2026-03-07,ESSENTIAL,NA,2041,657,3238967,29881123.97
2026-03-07,ESSENTIAL,APAC,1024,230,1247450,12591086.31
2026-03-07,ESSENTIAL,LATAM,314,170,720621,7442794.76
2026-03-07,ESSENTIAL,EMEA,2009,394,2620585,22277395.31
2026-03-07,EXTRA,APAC,580,116,729338,10746552.85
2026-03-07,EXTRA,NA,1062,373,1739304,25075289.99
2026-03-07,EXTRA,LATAM,296,63,351515,5942920.41
2026-03-07,EXTRA,EMEA,879,220,1088689,19262608.69
2026-03-08,PREMIUM,NA,648,185,987676,16520416.69
2026-03-08,PREMIUM,APAC,324,102,390900,8141806.26
2026-03-08,PREMIUM,LATAM,180,48,193231,4154715.84
2026-03-08,PREMIUM,EMEA,633,124,832924,13994505.55
2026-03-08,ESSENTIAL,NA,2076,597,3496878,35335349.28
2026-03-08,ESSENTIAL,APAC,839,186,1307741,14985974.03
2026-03-08,ESSENTIAL,LATAM,544,102,769428,7141641.21
2026-03-08,ESSENTIAL,EMEA,1522,537,2709586,24969453.05
2026-03-08,EXTRA,APAC,500,173,658451,10417912.09
2026-03-08,EXTRA,NA,1074,240,1580720,24385144.39
2026-03-08,EXTRA,LATAM,282,72,334706,4814587.13
2026-03-08,EXTRA,EMEA,710,287,1141550,16168516.80
2026-03-09,PREMIUM,NA,443,188,1064288,17917295.21
2026-03-09,PREMIUM,APAC,314,52,430833,7088160.74
2026-03-09,PREMIUM,LATAM,122,49,202993,3420356.85
2026-03-09,PREMIUM,EMEA,391,141,805414,12399846.77
2026-03-09,ESSENTIAL,NA,2301,685,2971007,28743432.80
2026-03-09,ESSENTIAL,APAC,965,173,1365161,14455370.16
2026-03-09,ESSENTIAL,LATAM,286,93,772299,7356750.89
2026-03-09,ESSENTIAL,EMEA,1552,511,2373360,24870661.94
2026-03-09,EXTRA,APAC,544,99,640181,11732475.13
2026-03-09,EXTRA,NA,1283,227,1647223,26532264.02
2026-03-09,EXTRA,LATAM,247,48,330322,5625234.34
2026-03-09,EXTRA,EMEA,702,236,1313978,16602444.32
2026-03-10,PREMIUM,NA,433,123,1082924,19668049.63
2026-03-10,PREMIUM,APAC,308,84,453018,7455340.24
2026-03-10,PREMIUM,LATAM,103,37,216082,3695741.47
2026-03-10,PREMIUM,EMEA,534,104,833688,14819329.06
2026-03-10,ESSENTIAL,NA,1844,472,3245666,30182277.51
2026-03-10,ESSENTIAL,APAC,748,308,1517324,14813886.29
2026-03-10,ESSENTIAL,LATAM,395,150,615112,6654059.28
2026-03-10,ESSENTIAL,EMEA,1458,327,2546418,21832835.31
2026-03-10,EXTRA,APAC,270,108,731531,10834190.39
2026-03-10,EXTRA,NA,1082,399,1579015,26225532.65
2026-03-10,EXTRA,LATAM,220,76,343841,4995339.55
2026-03-10,EXTRA,EMEA,806,179,1204480,16319448.11
2026-03-11,PREMIUM,NA,517,211,935911,18271171.11
2026-03-11,PREMIUM,APAC,225,60,424177,7040267.77
2026-03-11,PREMIUM,LATAM,165,52,209205,4346287.75
2026-03-11,PREMIUM,EMEA,317,143,765678,13045958.52
2026-03-11,ESSENTIAL,NA,2093,622,3429888,35201503.26
2026-03-11,ESSENTIAL,APAC,552,197,1359419,12634108.25
2026-03-11,ESSENTIAL,LATAM,299,123,734258,7356750.89
2026-03-11,ESSENTIAL,EMEA,1600,506,2380777,25290524.16
2026-03-11,EXTRA,APAC,368,157,757109,11064238.92
2026-03-11,EXTRA,NA,1107,353,1626761,24564071.03
2026-03-11,EXTRA,LATAM,183,72,390978,5099409.13
2026-03-11,EXTRA,EMEA,460,194,1106309,16093051.14
2026-03-12,PREMIUM,NA,547,128,1063253,15961665.28
2026-03-12,PREMIUM,APAC,301,94,428614,8660646.86
2026-03-12,PREMIUM,LATAM,168,29,208539,3659821.74
2026-03-12,PREMIUM,EMEA,334,113,812291,12949729.11
2026-03-12,ESSENTIAL,NA,1769,597,3078191,29747277.95
2026-03-12,ESSENTIAL,APAC,714,304,1346499,13322459.21
2026-03-12,ESSENTIAL,LATAM,490,104,673250,6453290.25
2026-03-12,ESSENTIAL,EMEA,1312,460,2519223,26772390.81
2026-03-12,EXTRA,APAC,437,85,795110,10012588.49
2026-03-12,EXTRA,NA,1168,284,1703495,23030414.15
2026-03-12,EXTRA,LATAM,130,86,331418,5077499.74
2026-03-12,EXTRA,EMEA,678,165,1131481,17583497.85
2026-03-13,PREMIUM,NA,762,158,1110877,19779799.91
2026-03-13,PREMIUM,APAC,156,87,485852,7591037.01
2026-03-13,PREMIUM,LATAM,167,53,221406,3747625.53
2026-03-13,PREMIUM,EMEA,450,143,680858,12331111.47
2026-03-13,ESSENTIAL,NA,2384,710,3560519,35301887.78
2026-03-13,ESSENTIAL,APAC,700,235,1326402,15057677.25
2026-03-13,ESSENTIAL,LATAM,492,136,640233,7514497.98
2026-03-13,ESSENTIAL,EMEA,1371,570,2368416,25833875.27
2026-03-13,EXTRA,APAC,443,89,669413,9453899.20
2026-03-13,EXTRA,NA,1044,372,1580720,22340268.55
2026-03-13,EXTRA,LATAM,154,52,378554,5389708.46
2026-03-13,EXTRA,EMEA,894,234,1112602,16470379.42
2026-03-14,PREMIUM,NA,698,227,1062218,20152300.85
2026-03-14,PREMIUM,APAC,242,95,415303,8173734.91
2026-03-14,PREMIUM,LATAM,100,49,233164,3903277.71
2026-03-14,PREMIUM,EMEA,627,91,650292,14558134.95
2026-03-14,ESSENTIAL,NA,2231,642,3550470,35435733.80
2026-03-14,ESSENTIAL,APAC,724,194,1468517,13193393.40
2026-03-14,ESSENTIAL,LATAM,533,110,780194,6438949.61
2026-03-14,ESSENTIAL,EMEA,1213,337,2519223,22376186.42
2026-03-14,EXTRA,APAC,473,97,795841,11863931.44
2026-03-14,EXTRA,NA,1301,208,1613119,23694998.80
2026-03-14,EXTRA,LATAM,203,57,371246,4929611.40
2026-03-14,EXTRA,EMEA,1033,198,1356771,19545604.90
2026-03-15,PREMIUM,NA,774,116,891393,18066295.59
2026-03-15,PREMIUM,APAC,312,53,470766,7822519.74
2026-03-15,PREMIUM,LATAM,90,35,216526,4027001.23
2026-03-15,PREMIUM,EMEA,582,132,655641,14131976.14
2026-03-15,ESSENTIAL,NA,2158,431,3493529,35937656.37
2026-03-15,ESSENTIAL,APAC,771,269,1557518,12849217.92
2026-03-15,ESSENTIAL,LATAM,504,138,745742,7586201.21
2026-03-15,ESSENTIAL,EMEA,1089,285,2393138,23611075.29
2026-03-15,EXTRA,APAC,445,174,662105,11184740.53
2026-03-15,EXTRA,NA,1004,230,1763177,23797242.59
2026-03-15,EXTRA,LATAM,234,46,364304,4798155.10
2026-03-15,EXTRA,EMEA,976,220,1369357,19979532.43
2026-03-16,PREMIUM,NA,582,244,1077747,18140795.78
2026-03-16,PREMIUM,APAC,218,51,425065,6976410.46
2026-03-16,PREMIUM,LATAM,89,37,241151,3635875.25
2026-03-16,PREMIUM,EMEA,478,129,696141,12234882.07
2026-03-16,ESSENTIAL,NA,1243,421,3677751,34498811.66
2026-03-16,ESSENTIAL,APAC,916,178,1422581,12605426.96
2026-03-16,ESSENTIAL,LATAM,385,126,787372,6403097.99
2026-03-16,ESSENTIAL,EMEA,1599,324,2600807,23833355.29
2026-03-16,EXTRA,APAC,295,82,635796,11918704.90
2026-03-16,EXTRA,NA,1193,410,1664275,26660068.76
2026-03-16,EXTRA,LATAM,178,59,389151,5564983.54
2026-03-16,EXTRA,EMEA,924,264,1316496,17375967.29
2026-03-17,PREMIUM,NA,431,240,911064,19872925.15
2026-03-17,PREMIUM,APAC,324,108,394449,7982163.00
2026-03-17,PREMIUM,LATAM,155,46,214085,3599955.51
2026-03-17,PREMIUM,EMEA,533,130,661754,13348393.80
2026-03-17,ESSENTIAL,NA,1467,599,3433238,33628812.53
2026-03-17,ESSENTIAL,APAC,522,227,1233095,12892239.86
2026-03-17,ESSENTIAL,LATAM,451,129,653153,6467630.90
2026-03-17,ESSENTIAL,EMEA,1139,523,2160747,23635773.07
2026-03-17,EXTRA,APAC,452,143,702299,10724643.47
2026-03-17,EXTRA,NA,648,385,1705200,26660068.76
2026-03-17,EXTRA,LATAM,229,52,329225,5844328.18
2026-03-17,EXTRA,EMEA,655,233,1369357,19677669.80
2026-03-18,PREMIUM,NA,385,167,1017700,17563419.32
2026-03-18,PREMIUM,APAC,288,64,462335,8620736.04
2026-03-18,PREMIUM,LATAM,147,50,220519,3819465.00
2026-03-18,PREMIUM,EMEA,478,183,692320,13032211.46
2026-03-18,ESSENTIAL,NA,2040,444,2930813,31688045.24
2026-03-18,ESSENTIAL,APAC,1052,239,1289079,14268941.78
2026-03-18,ESSENTIAL,LATAM,295,171,625160,6560845.09
2026-03-18,ESSENTIAL,EMEA,880,516,2358527,25636293.05
2026-03-18,EXTRA,APAC,343,92,629219,11338106.22
2026-03-18,EXTRA,NA,797,299,1705200,25254216.62
2026-03-18,EXTRA,LATAM,203,83,377458,5740258.61
2026-03-18,EXTRA,EMEA,884,208,1164205,18828681.17
2026-03-19,PREMIUM,NA,476,186,881040,17041918.01
2026-03-19,PREMIUM,APAC,160,105,377589,7782608.93
2026-03-19,PREMIUM,LATAM,131,37,207430,3935206.36
2026-03-19,PREMIUM,EMEA,327,182,657933,14049493.79
2026-03-19,ESSENTIAL,NA,2537,594,3386345,30048431.49
2026-03-19,ESSENTIAL,APAC,842,294,1330709,13121690.18
2026-03-19,ESSENTIAL,LATAM,531,145,708419,6295543.16
2026-03-19,ESSENTIAL,EMEA,1180,316,2415388,26772390.81
2026-03-19,EXTRA,APAC,457,108,799495,10790371.62
2026-03-19,EXTRA,NA,1017,216,1519333,26481142.13
2026-03-19,EXTRA,LATAM,151,50,345668,4984384.86
2026-03-19,EXTRA,EMEA,470,246,1074844,16243982.45
2026-03-20,PREMIUM,NA,723,229,1137795,17749669.79
2026-03-20,PREMIUM,APAC,190,75,470766,8628718.20
2026-03-20,PREMIUM,LATAM,121,41,194562,3444303.33
2026-03-20,PREMIUM,EMEA,519,105,737405,14489399.66
2026-03-20,ESSENTIAL,NA,1441,535,2987754,33561889.52
2026-03-20,ESSENTIAL,APAC,906,302,1424016,13107349.53
2026-03-20,ESSENTIAL,LATAM,323,80,667508,7406943.14
2026-03-20,ESSENTIAL,EMEA,1656,432,2242331,23339399.74
2026-03-20,EXTRA,APAC,335,119,666490,9475808.58
2026-03-20,EXTRA,NA,952,337,1773408,25969923.17
2026-03-20,EXTRA,LATAM,256,67,356630,5773122.68
2026-03-20,EXTRA,EMEA,664,262,1089948,17772161.99
2026-03-21,PREMIUM,NA,552,159,1100524,17302668.66
2026-03-21,PREMIUM,APAC,223,57,474315,8780379.30
2026-03-21,PREMIUM,LATAM,147,28,210536,4146733.68
2026-03-21,PREMIUM,EMEA,340,115,828339,12551064.41
2026-03-21,ESSENTIAL,NA,2417,729,3125084,33394581.99
2026-03-21,ESSENTIAL,APAC,1031,198,1366596,12863558.57
2026-03-21,ESSENTIAL,LATAM,337,149,740000,7155981.86
2026-03-21,ESSENTIAL,EMEA,984,529,2637891,23586377.51
2026-03-21,EXTRA,APAC,336,129,738839,10034497.87
2026-03-21,EXTRA,NA,1103,262,1744420,26915678.24
2026-03-21,EXTRA,LATAM,246,67,335803,5203478.70
2026-03-21,EXTRA,EMEA,605,196,1235945,18734349.10
2026-03-22,PREMIUM,NA,624,168,966970,18476046.62
2026-03-22,PREMIUM,APAC,209,54,449912,8556878.74
2026-03-22,PREMIUM,LATAM,89,32,236936,4202608.82
2026-03-22,PREMIUM,EMEA,333,163,651820,12317364.42
2026-03-22,ESSENTIAL,NA,1901,576,3493529,35904194.87
2026-03-22,ESSENTIAL,APAC,746,268,1233095,14326304.36
2026-03-22,ESSENTIAL,LATAM,443,139,719903,6474801.22
2026-03-22,ESSENTIAL,EMEA,1647,561,2578557,26871181.92
2026-03-22,EXTRA,APAC,478,110,650412,11009465.46
2026-03-22,EXTRA,NA,918,379,1628466,23976169.22
2026-03-22,EXTRA,LATAM,161,84,371977,4748858.98
2026-03-22,EXTRA,EMEA,946,164,1076103,19055078.14
2026-03-23,PREMIUM,NA,425,199,1044618,19630799.54
2026-03-23,PREMIUM,APAC,331,97,485852,8333378.17
2026-03-23,PREMIUM,LATAM,146,32,231390,4066912.05
2026-03-23,PREMIUM,EMEA,390,160,663282,13472117.33
2026-03-23,ESSENTIAL,NA,1720,689,3443286,33863043.06
2026-03-23,ESSENTIAL,APAC,790,205,1511582,13853063.07
2026-03-23,ESSENTIAL,LATAM,449,117,646693,7299388.31
2026-03-23,ESSENTIAL,EMEA,1057,412,2309082,27118159.70
2026-03-23,EXTRA,APAC,368,158,756378,10801326.31
2026-03-23,EXTRA,NA,789,279,1642108,24947485.25
2026-03-23,EXTRA,LATAM,264,61,323014,5187046.66
2026-03-23,EXTRA,EMEA,686,256,1144067,19073944.55
2026-03-24,PREMIUM,NA,771,183,1049794,19537674.30
2026-03-24,PREMIUM,APAC,306,67,387794,8772397.14
2026-03-24,PREMIUM,LATAM,92,33,237158,3591973.35
2026-03-24,PREMIUM,EMEA,498,90,777905,12028676.19
2026-03-24,ESSENTIAL,NA,1981,418,3563868,36673809.48
2026-03-24,ESSENTIAL,APAC,614,342,1448420,15659984.34
