REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,COST_MICROS,SPEND,IMPRESSIONS,CLICKS,AD_GROUP,KEYWORD,QUALITY_SCORE,CONVERSIONS,CONVERSION_VALUE,SEARCH_IMPRESSION_SHARE,LOADED_AT
2026-03-27,PS Plus Essentials Acquire,765-432-9002,1189805400,1189.81,2734375,8085,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.8,647,1921.24,0.567,2026-05-04 11:41:47.345000-07:00
2026-03-28,PS Plus Essentials Acquire,765-432-9002,1865365320,1865.37,3144531,13317,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.0,1065,3164.52,0.864,2026-05-04 11:41:47.345000-07:00
2026-03-29,PS Plus Essentials Acquire,765-432-9002,1503224800,1503.22,3144531,14968,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.9,1197,3556.85,0.813,2026-05-04 11:41:47.345000-07:00
2026-03-30,PS Plus Essentials Acquire,765-432-9002,1488370800,1488.37,2734375,11484,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.3,919,2728.94,0.436,2026-05-04 11:41:47.345000-07:00
2026-03-31,PS Plus Essentials Acquire,765-432-9002,1082856600,1082.86,2734375,14260,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.7,1141,3388.60,0.652,2026-05-04 11:41:47.345000-07:00
2026-01-06,PS Plus Essentials Acquire,765-432-9002,1051663200,1051.66,2734375,25226,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.8,2018,5994.46,0.453,2026-05-04 11:41:47.345000-07:00
2026-01-07,PS Plus Essentials Acquire,765-432-9002,1650279400,1650.28,2734375,27444,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.5,2196,6521.52,0.595,2026-05-04 11:41:47.345000-07:00
2026-01-08,PS Plus Essentials Acquire,765-432-9002,1492827000,1492.83,2734375,22951,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.5,1836,5453.85,0.510,2026-05-04 11:41:47.345000-07:00
2026-01-09,PS Plus Essentials Acquire,765-432-9002,1904282800,1904.28,2734375,38909,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.7,3113,9245.95,0.387,2026-05-04 11:41:47.345000-07:00
2026-01-10,PS Plus Essentials Acquire,765-432-9002,1624507710,1624.51,3144531,38338,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.4,3067,9110.26,0.820,2026-05-04 11:41:47.345000-07:00
2026-01-11,PS Plus Essentials Acquire,765-432-9002,1938818350,1938.82,3144531,45802,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.8,3664,10883.93,0.556,2026-05-04 11:41:47.345000-07:00
2026-01-12,PS Plus Essentials Acquire,765-432-9002,1277444000,1277.44,2734375,25813,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.7,2065,6133.94,0.428,2026-05-04 11:41:47.345000-07:00
2026-01-13,PS Plus Essentials Acquire,765-432-9002,1381422000,1381.42,2734375,34040,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.8,2723,8088.93,0.789,2026-05-04 11:41:47.345000-07:00
2026-01-14,PS Plus Essentials Acquire,765-432-9002,1108108400,1108.11,2734375,21061,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.2,1685,5004.73,0.743,2026-05-04 11:41:47.345000-07:00
2026-01-15,PS Plus Essentials Acquire,765-432-9002,1818129600,1818.13,2734375,32703,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.9,2616,7771.22,0.390,2026-05-04 11:41:47.345000-07:00
2026-01-16,PS Plus Essentials Acquire,765-432-9002,1507681000,1507.68,2734375,27182,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.2,2175,6459.26,0.587,2026-05-04 11:41:47.345000-07:00
2026-01-17,PS Plus Essentials Acquire,765-432-9002,1670629380,1670.63,3144531,42071,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.6,3366,9997.33,0.424,2026-05-04 11:41:47.345000-07:00
2026-01-18,PS Plus Essentials Acquire,765-432-9002,1231619410,1231.62,3144531,36346,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.2,2908,8636.90,0.412,2026-05-04 11:41:47.345000-07:00
2026-01-19,PS Plus Essentials Acquire,765-432-9002,1231396600,1231.40,2734375,26224,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.1,2098,6231.61,0.487,2026-05-04 11:41:47.345000-07:00
2026-01-20,PS Plus Essentials Acquire,765-432-9002,1445294200,1445.29,2734375,24784,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.0,1983,5889.42,0.671,2026-05-04 11:41:47.345000-07:00
2026-01-21,PS Plus Essentials Acquire,765-432-9002,1626513000,1626.51,2734375,33143,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.7,2651,7875.77,0.716,2026-05-04 11:41:47.345000-07:00
2026-01-22,PS Plus Essentials Acquire,765-432-9002,1636910800,1636.91,2734375,30004,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.4,2400,7129.85,0.577,2026-05-04 11:41:47.345000-07:00
2026-01-24,PS Plus Essentials Acquire,765-432-9002,1890988470,1890.99,3144531,28266,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.0,2261,6716.85,0.690,2026-05-04 11:41:47.345000-07:00
2026-01-25,PS Plus Essentials Acquire,765-432-9002,1668921170,1668.92,3144531,32753,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.7,2620,7783.10,0.452,2026-05-04 11:41:47.345000-07:00
2026-01-26,PS Plus Essentials Acquire,765-432-9002,1280414800,1280.41,2734375,21613,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.8,1729,5135.90,0.824,2026-05-04 11:41:47.345000-07:00
2026-01-27,PS Plus Essentials Acquire,765-432-9002,1063546400,1063.55,2734375,36050,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.3,2884,8566.56,0.522,2026-05-04 11:41:47.345000-07:00
2026-01-28,PS Plus Essentials Acquire,765-432-9002,1160097400,1160.10,2734375,21420,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.8,1714,5090.04,0.677,2026-05-04 11:41:47.345000-07:00
2026-01-29,PS Plus Essentials Acquire,765-432-9002,1895370400,1895.37,2734375,22536,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.3,1803,5355.23,0.537,2026-05-04 11:41:47.345000-07:00
2026-01-30,PS Plus Essentials Acquire,765-432-9002,1289327200,1289.33,2734375,24281,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.1,1942,5769.90,0.787,2026-05-04 11:41:47.345000-07:00
2026-01-31,PS Plus Essentials Acquire,765-432-9002,1518598690,1518.60,3144531,23161,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.1,1853,5503.75,0.438,2026-05-04 11:41:47.345000-07:00
2026-02-01,PS Plus Essentials Acquire,765-432-9002,1706501790,1706.50,3144531,21941,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.3,1755,5213.84,0.722,2026-05-04 11:41:47.345000-07:00
2026-02-03,PS Plus Essentials Acquire,765-432-9002,1234367400,1234.37,2734375,31500,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.2,2520,7485.35,0.558,2026-05-04 11:41:47.345000-07:00
2026-02-04,PS Plus Essentials Acquire,765-432-9002,1044236200,1044.24,2734375,20366,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.7,1629,4839.57,0.393,2026-05-04 11:41:47.345000-07:00
2026-02-05,PS Plus Essentials Acquire,765-432-9002,1232882000,1232.88,2734375,26731,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.6,2138,6352.09,0.562,2026-05-04 11:41:47.345000-07:00
2026-02-06,PS Plus Essentials Acquire,765-432-9002,1892399600,1892.40,2734375,29295,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.3,2344,6961.37,0.609,2026-05-04 11:41:47.345000-07:00
2026-02-07,PS Plus Essentials Acquire,765-432-9002,1749207040,1749.21,3144531,36567,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.6,2925,8689.42,0.445,2026-05-04 11:41:47.345000-07:00
2026-02-08,PS Plus Essentials Acquire,765-432-9002,1376817260,1376.82,3144531,36627,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.5,2930,8703.68,0.589,2026-05-04 11:41:47.345000-07:00
2026-02-09,PS Plus Essentials Acquire,765-432-9002,1081371200,1081.37,2734375,16734,AG_HERO_A_VIDEO_30S,ps plus essential deal,10.0,1339,3976.50,0.552,2026-05-04 11:41:47.345000-07:00
2026-02-10,PS Plus Essentials Acquire,765-432-9002,1114050000,1114.05,2734375,26088,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.1,2087,6199.29,0.640,2026-05-04 11:41:47.345000-07:00
2026-02-11,PS Plus Essentials Acquire,765-432-9002,1622056800,1622.06,2734375,23870,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.4,1910,5672.23,0.699,2026-05-04 11:41:47.345000-07:00
2026-02-12,PS Plus Essentials Acquire,765-432-9002,1268531600,1268.53,2734375,26073,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.7,2086,6195.73,0.599,2026-05-04 11:41:47.345000-07:00
2026-02-13,PS Plus Essentials Acquire,765-432-9002,1329433000,1329.43,2734375,24833,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.0,1987,5901.07,0.535,2026-05-04 11:41:47.345000-07:00
2026-02-14,PS Plus Essentials Acquire,765-432-9002,1313613490,1313.61,3144531,31219,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.7,2498,7418.57,0.682,2026-05-04 11:41:47.345000-07:00
2026-02-15,PS Plus Essentials Acquire,765-432-9002,1499808380,1499.81,3144531,27682,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.3,2215,6578.07,0.538,2026-05-04 11:41:47.345000-07:00
2026-02-16,PS Plus Essentials Acquire,765-432-9002,1320520600,1320.52,2734375,22514,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.5,1801,5350.00,0.636,2026-05-04 11:41:47.345000-07:00
2026-02-17,PS Plus Essentials Acquire,765-432-9002,1731976400,1731.98,2734375,19014,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.5,1521,4518.30,0.446,2026-05-04 11:41:47.345000-07:00
2026-02-18,PS Plus Essentials Acquire,765-432-9002,1256648400,1256.65,2734375,15770,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.9,1262,3747.43,0.870,2026-05-04 11:41:47.345000-07:00
2026-02-19,PS Plus Essentials Acquire,765-432-9002,1815158800,1815.16,2734375,22925,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.4,1834,5447.67,0.732,2026-05-04 11:41:47.345000-07:00
2026-02-20,PS Plus Essentials Acquire,765-432-9002,1565611600,1565.61,2734375,19355,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.4,1548,4599.33,0.665,2026-05-04 11:41:47.345000-07:00
2026-02-21,PS Plus Essentials Acquire,765-432-9002,1287990340,1287.99,3144531,27667,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.3,2213,6574.51,0.528,2026-05-04 11:41:47.345000-07:00
2026-02-22,PS Plus Essentials Acquire,765-432-9002,1925152670,1925.15,3144531,22663,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.3,1813,5385.41,0.522,2026-05-04 11:41:47.345000-07:00
2026-02-23,PS Plus Essentials Acquire,765-432-9002,1127418600,1127.42,2734375,23608,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.8,1889,5609.97,0.799,2026-05-04 11:41:47.345000-07:00
2026-02-24,PS Plus Essentials Acquire,765-432-9002,1819615000,1819.62,2734375,18047,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.6,1444,4288.51,0.728,2026-05-04 11:41:47.345000-07:00
2026-02-25,PS Plus Essentials Acquire,765-432-9002,1090283600,1090.28,2734375,14083,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.5,1127,3346.54,0.758,2026-05-04 11:41:47.345000-07:00
2026-02-26,PS Plus Essentials Acquire,765-432-9002,1488370800,1488.37,2734375,18364,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.2,1469,4363.84,0.488,2026-05-04 11:41:47.345000-07:00
2026-02-27,PS Plus Essentials Acquire,765-432-9002,1825556600,1825.56,2734375,23625,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.8,1890,5614.01,0.773,2026-05-04 11:41:47.345000-07:00
2026-02-28,PS Plus Essentials Acquire,765-432-9002,1658671910,1658.67,3144531,26256,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.0,2100,6239.21,0.665,2026-05-04 11:41:47.345000-07:00
2026-03-01,PS Plus Essentials Acquire,765-432-9002,1947359400,1947.36,3144531,18138,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.5,1451,4310.13,0.444,2026-05-04 11:41:47.345000-07:00
2026-03-02,PS Plus Essentials Acquire,765-432-9002,1143758000,1143.76,2734375,24150,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.7,1932,5738.77,0.435,2026-05-04 11:41:47.345000-07:00
2026-03-03,PS Plus Essentials Acquire,765-432-9002,1039780000,1039.78,2734375,21420,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.8,1714,5090.04,0.519,2026-05-04 11:41:47.345000-07:00
2026-03-04,PS Plus Essentials Acquire,765-432-9002,1598290400,1598.29,2734375,15389,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.3,1231,3656.89,0.619,2026-05-04 11:41:47.345000-07:00
2026-03-05,PS Plus Essentials Acquire,765-432-9002,1550757600,1550.76,2734375,14871,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.2,1190,3533.80,0.492,2026-05-04 11:41:47.345000-07:00
2026-03-06,PS Plus Essentials Acquire,765-432-9002,1786936200,1786.94,2734375,21470,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.9,1718,5101.92,0.851,2026-05-04 11:41:47.345000-07:00
2026-03-07,PS Plus Essentials Acquire,765-432-9002,1344361270,1344.36,3144531,18837,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.3,1507,4476.24,0.529,2026-05-04 11:41:47.345000-07:00
2026-03-08,PS Plus Essentials Acquire,765-432-9002,1819243650,1819.24,3144531,25199,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.7,2016,5988.04,0.467,2026-05-04 11:41:47.345000-07:00
2026-03-09,PS Plus Essentials Acquire,765-432-9002,1091769000,1091.77,2734375,14376,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.5,1150,3416.17,0.591,2026-05-04 11:41:47.345000-07:00
2026-03-10,PS Plus Essentials Acquire,765-432-9002,1905768200,1905.77,2734375,19348,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.6,1548,4597.67,0.448,2026-05-04 11:41:47.345000-07:00
2026-03-11,PS Plus Essentials Acquire,765-432-9002,1136331000,1136.33,2734375,20081,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.3,1606,4771.85,0.856,2026-05-04 11:41:47.345000-07:00
2026-03-12,PS Plus Essentials Acquire,765-432-9002,1369538800,1369.54,2734375,13293,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.1,1063,3158.82,0.480,2026-05-04 11:41:47.345000-07:00
2026-03-13,PS Plus Essentials Acquire,765-432-9002,1742374200,1742.37,2734375,17382,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.1,1391,4130.49,0.577,2026-05-04 11:41:47.345000-07:00
2026-03-14,PS Plus Essentials Acquire,765-432-9002,2154052810,2154.05,3144531,15630,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.7,1250,3714.16,0.474,2026-05-04 11:41:47.345000-07:00
2026-03-15,PS Plus Essentials Acquire,765-432-9002,1901237730,1901.24,3144531,19018,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.2,1521,4519.25,0.812,2026-05-04 11:41:47.345000-07:00
2026-03-16,PS Plus Essentials Acquire,765-432-9002,1241794400,1241.79,2734375,14919,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.6,1194,3545.20,0.649,2026-05-04 11:41:47.345000-07:00
2026-03-17,PS Plus Essentials Acquire,765-432-9002,1078400400,1078.40,2734375,18428,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.5,1474,4379.05,0.405,2026-05-04 11:41:47.345000-07:00
2026-03-18,PS Plus Essentials Acquire,765-432-9002,1131874800,1131.87,2734375,13913,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.9,1113,3306.15,0.847,2026-05-04 11:41:47.345000-07:00
2026-03-19,PS Plus Essentials Acquire,765-432-9002,1776538400,1776.54,2734375,13536,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.2,1083,3216.56,0.467,2026-05-04 11:41:47.345000-07:00
2026-03-20,PS Plus Essentials Acquire,765-432-9002,1305666600,1305.67,2734375,9148,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.4,732,2173.84,0.690,2026-05-04 11:41:47.345000-07:00
2026-03-21,PS Plus Essentials Acquire,765-432-9002,2207007320,2207.01,3144531,12955,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.1,1036,3078.50,0.839,2026-05-04 11:41:47.345000-07:00
2026-03-22,PS Plus Essentials Acquire,765-432-9002,1617674870,1617.67,3144531,17257,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.6,1381,4100.78,0.398,2026-05-04 11:41:47.345000-07:00
2026-03-23,PS Plus Essentials Acquire,765-432-9002,1327947600,1327.95,2734375,11340,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.2,907,2694.72,0.584,2026-05-04 11:41:47.345000-07:00
2026-03-24,PS Plus Essentials Acquire,765-432-9002,1439352600,1439.35,2734375,14497,AG_HERO_A_VIDEO_30S,ps plus essential deal,10.0,1160,3444.92,0.521,2026-05-04 11:41:47.345000-07:00
2026-03-25,PS Plus Essentials Acquire,765-432-9002,1048692400,1048.69,2734375,15295,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.5,1224,3634.55,0.626,2026-05-04 11:41:47.345000-07:00
2026-03-27,PS Plus Essentials Acquire,765-432-9002,1114050000,1114.05,2734375,13764,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.3,1101,3270.74,0.735,2026-05-04 11:41:47.345000-07:00
2026-03-28,PS Plus Essentials Acquire,765-432-9002,1759456300,1759.46,3144531,9355,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.6,748,2223.03,0.877,2026-05-04 11:41:47.345000-07:00
2026-03-29,PS Plus Essentials Acquire,765-432-9002,1542513630,1542.51,3144531,9025,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.0,722,2144.61,0.384,2026-05-04 11:41:47.345000-07:00
2026-03-30,PS Plus Essentials Acquire,765-432-9002,1644337800,1644.34,2734375,8613,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.2,689,2046.71,0.461,2026-05-04 11:41:47.345000-07:00
2026-03-31,PS Plus Essentials Acquire,765-432-9002,1810702600,1810.70,2734375,7848,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.6,628,1864.92,0.558,2026-05-04 11:41:47.345000-07:00
2026-01-06,PS Plus Essentials Acquire,765-432-9002,1332403800,1332.40,2734375,40688,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.8,3255,9668.69,0.615,2026-05-04 11:41:47.345000-07:00
2026-01-07,PS Plus Essentials Acquire,765-432-9002,1171980600,1171.98,2734375,34978,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.9,2798,8311.82,0.517,2026-05-04 11:41:47.345000-07:00
2026-01-08,PS Plus Essentials Acquire,765-432-9002,1501739400,1501.74,2734375,32826,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.6,2626,7800.44,0.536,2026-05-04 11:41:47.345000-07:00
2026-01-09,PS Plus Essentials Acquire,765-432-9002,1191290800,1191.29,2734375,25410,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.9,2033,6038.18,0.739,2026-05-04 11:41:47.345000-07:00
2026-01-10,PS Plus Essentials Acquire,765-432-9002,1265783610,1265.78,3144531,32301,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.9,2584,7675.69,0.608,2026-05-04 11:41:47.345000-07:00
2026-01-11,PS Plus Essentials Acquire,765-432-9002,1212829100,1212.83,3144531,33828,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.6,2706,8038.55,0.463,2026-05-04 11:41:47.345000-07:00
2026-01-12,PS Plus Essentials Acquire,765-432-9002,1734947200,1734.95,2734375,34073,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.0,2726,8096.77,0.645,2026-05-04 11:41:47.345000-07:00
2026-01-13,PS Plus Essentials Acquire,765-432-9002,1063546400,1063.55,2734375,28921,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.4,2314,6872.50,0.625,2026-05-04 11:41:47.345000-07:00
2026-01-14,PS Plus Essentials Acquire,765-432-9002,1923593000,1923.59,2734375,34764,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.6,2781,8260.97,0.803,2026-05-04 11:41:47.345000-07:00
2026-01-15,PS Plus Essentials Acquire,765-432-9002,1130389400,1130.39,2734375,35973,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.2,2878,8548.27,0.637,2026-05-04 11:41:47.345000-07:00
2026-01-16,PS Plus Essentials Acquire,765-432-9002,1188320000,1188.32,2734375,24688,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.9,1975,5866.61,0.468,2026-05-04 11:41:47.345000-07:00
2026-01-17,PS Plus Essentials Acquire,765-432-9002,1515182270,1515.18,3144531,23878,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.5,1910,5674.13,0.425,2026-05-04 11:41:47.345000-07:00
2026-01-18,PS Plus Essentials Acquire,765-432-9002,1487850910,1487.85,3144531,25639,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.0,2051,6092.60,0.873,2026-05-04 11:41:47.345000-07:00
2026-01-19,PS Plus Essentials Acquire,765-432-9002,1620571400,1620.57,2734375,29866,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.2,2389,7097.06,0.427,2026-05-04 11:41:47.345000-07:00
2026-01-20,PS Plus Essentials Acquire,765-432-9002,1602746600,1602.75,2734375,21416,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.3,1713,5089.09,0.562,2026-05-04 11:41:47.345000-07:00
2026-01-21,PS Plus Essentials Acquire,765-432-9002,1696326800,1696.33,2734375,28136,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.8,2251,6685.96,0.421,2026-05-04 11:41:47.345000-07:00
2026-01-22,PS Plus Essentials Acquire,765-432-9002,1336860000,1336.86,2734375,24806,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.6,1984,5894.65,0.710,2026-05-04 11:41:47.345000-07:00
2026-01-24,PS Plus Essentials Acquire,765-432-9002,1342653060,1342.65,3144531,21866,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.6,1749,5196.02,0.605,2026-05-04 11:41:47.345000-07:00
2026-01-25,PS Plus Essentials Acquire,765-432-9002,2005438540,2005.44,3144531,37244,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.0,2980,8850.29,0.665,2026-05-04 11:41:47.345000-07:00
2026-01-26,PS Plus Essentials Acquire,765-432-9002,1154155800,1154.16,2734375,23660,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.3,1893,5622.33,0.595,2026-05-04 11:41:47.345000-07:00
2026-01-27,PS Plus Essentials Acquire,765-432-9002,1044236200,1044.24,2734375,21179,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.0,1694,5032.77,0.644,2026-05-04 11:41:47.345000-07:00
2026-01-28,PS Plus Essentials Acquire,765-432-9002,1087312800,1087.31,2734375,21643,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.8,1731,5143.03,0.547,2026-05-04 11:41:47.345000-07:00
2026-01-29,PS Plus Essentials Acquire,765-432-9002,1357655600,1357.66,2734375,25408,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.1,2033,6037.70,0.423,2026-05-04 11:41:47.345000-07:00
2026-01-30,PS Plus Essentials Acquire,765-432-9002,1834469000,1834.47,2734375,19250,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.0,1540,4574.38,0.386,2026-05-04 11:41:47.345000-07:00
2026-01-31,PS Plus Essentials Acquire,765-432-9002,1363151580,1363.15,3144531,20173,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.2,1614,4793.71,0.441,2026-05-04 11:41:47.345000-07:00
2026-02-01,PS Plus Essentials Acquire,765-432-9002,1209412680,1209.41,3144531,28598,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.7,2288,6795.74,0.495,2026-05-04 11:41:47.345000-07:00
2026-02-03,PS Plus Essentials Acquire,765-432-9002,1679987400,1679.99,2734375,19320,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.6,1546,4591.01,0.663,2026-05-04 11:41:47.345000-07:00
2026-02-04,PS Plus Essentials Acquire,765-432-9002,1056119400,1056.12,2734375,18703,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.4,1496,4444.39,0.855,2026-05-04 11:41:47.345000-07:00
2026-02-05,PS Plus Essentials Acquire,765-432-9002,1322006000,1322.01,2734375,31872,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.8,2550,7573.74,0.496,2026-05-04 11:41:47.345000-07:00
2026-02-06,PS Plus Essentials Acquire,765-432-9002,1558184600,1558.18,2734375,27871,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.3,2230,6622.99,0.749,2026-05-04 11:41:47.345000-07:00
2026-02-07,PS Plus Essentials Acquire,765-432-9002,1342653060,1342.65,3144531,24069,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.4,1926,5719.52,0.545,2026-05-04 11:41:47.345000-07:00
2026-02-08,PS Plus Essentials Acquire,765-432-9002,1475893440,1475.89,3144531,18772,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.7,1502,4460.79,0.505,2026-05-04 11:41:47.345000-07:00
2026-02-09,PS Plus Essentials Acquire,765-432-9002,1304181200,1304.18,2734375,29531,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.6,2362,7017.45,0.630,2026-05-04 11:41:47.345000-07:00
2026-02-10,PS Plus Essentials Acquire,765-432-9002,1757228200,1757.23,2734375,22778,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.3,1822,5412.74,0.695,2026-05-04 11:41:47.345000-07:00
2026-02-11,PS Plus Essentials Acquire,765-432-9002,1543330600,1543.33,2734375,24255,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.1,1940,5763.72,0.646,2026-05-04 11:41:47.345000-07:00
2026-02-12,PS Plus Essentials Acquire,765-432-9002,1316064400,1316.06,2734375,26834,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.7,2147,6376.56,0.560,2026-05-04 11:41:47.345000-07:00
2026-02-13,PS Plus Essentials Acquire,765-432-9002,1461633600,1461.63,2734375,19377,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.3,1550,4604.56,0.820,2026-05-04 11:41:47.345000-07:00
2026-02-14,PS Plus Essentials Acquire,765-432-9002,1530556160,1530.56,3144531,27798,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.3,2224,6605.64,0.876,2026-05-04 11:41:47.345000-07:00
2026-02-15,PS Plus Essentials Acquire,765-432-9002,2046435580,2046.44,3144531,24301,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.5,1944,5774.65,0.381,2026-05-04 11:41:47.345000-07:00
2026-02-16,PS Plus Essentials Acquire,765-432-9002,1492827000,1492.83,2734375,24874,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.2,1990,5910.81,0.659,2026-05-04 11:41:47.345000-07:00
2026-02-17,PS Plus Essentials Acquire,765-432-9002,1916166000,1916.17,2734375,19731,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.9,1578,4688.68,0.427,2026-05-04 11:41:47.345000-07:00
